attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason
SRC_R010_TW_TAINAN_ASHIA_1940_OFFICIAL,1940,2024-10-18,1940-1945_preformation,阿霞飯店,Tainan,Taiwan,Taiwan-side,official_tourism_news,Tainan Travel,https://www.twtainan.net/zh-tw/event/newsdetail/6818/,official_food_culture_feature,1940 Tainan Asha Restaurant temple-front snack stall became old Taiwanese banquet restaurant with sausage cooked meats mixed soup and red crab rice cake,high,Tainan city tourism feature gives source date and 1940 origin evidence for an old Taiwanese cuisine restaurant. Duplicate source-url and artifact-key checked against overlay 001_005 before append; one row represents one source artifact.,SRC_R010_TW_TAINAN_ASHIA_1940_OFFICIAL,verified,Taiwan-side,發佈日期 2024-10-18；阿霞飯店創始於1940年，最初是興濟宮廟前的點心攤，靠著香腸熟肉、什菜湯等建立口碑，菜色從小吃點心衍生出桌菜，再逐步發展為臺菜餐廳。,香腸熟肉;什菜湯;紅蟳米糕,臺菜;臺南;老字號,,,https://www.twtainan.net/zh-tw/event/newsdetail/6818/,084547ba0cba59b2,SRC_R010_TW_TAINAN_ASHIA_1940_OFFICIAL,1,0.9000,0.1000,1,阿霞飯店,secondary,0.7000,official or Michelin source with direct date or live source evidence
SRC_R010_TW_TAINAN_XINXIN_2024_OFFICIAL,2024,2024-10-26,2015-2025_platformization,欣欣餐廳,Tainan,Taiwan,Taiwan-side,official_tourism_news,Tainan Travel,https://www.twtainan.net/zh-tw/event/newsdetail/6837/,official_food_culture_feature,2024 Tainan official feature names Xinxin as old Taiwanese cuisine restaurant preserving banquet dishes seafood fried rice and mixed soup,high,Tainan city tourism feature has source date and direct Taiwanese cuisine markers for Xinxin Restaurant. Duplicate source-url and artifact-key checked against overlay 001_005 before append; one row represents one source artifact.,SRC_R010_TW_TAINAN_XINXIN_2024_OFFICIAL,verified,Taiwan-side,發佈日期 2024-10-26；欣欣餐廳掌勺超過六十年，創辦人阿塗師從小攤發展到餐廳，與阿霞飯店、阿美飯店並列齊名，成為臺南的老字號臺菜餐廳，從海鮮料理轉型以臺菜為主。,海鮮料理;炒飯;什菜湯,臺菜;臺南老字號,,,https://www.twtainan.net/zh-tw/event/newsdetail/6837/,d3404db2f8f2f107,SRC_R010_TW_TAINAN_XINXIN_2024_OFFICIAL,1,0.9000,0.1000,1,欣欣餐廳,secondary,0.7000,official or Michelin source with direct date or live source evidence
SRC_R010_TW_TAINAN_AMEI_2024_OFFICIAL,2024,2024-12-21,2015-2025_platformization,阿美飯店,Tainan,Taiwan,Taiwan-side,official_tourism_news,Tainan Travel,https://www.twtainan.net/zh-tw/event/newsdetail/6971/,official_food_culture_feature,2024 Tainan official feature describes Amei Restaurant old Taiwanese and banquet cuisine preserving old flavors from Central Market lineage,high,Tainan city tourism feature supplies source date and old Taiwanese banquet-cuisine evidence. Duplicate source-url and artifact-key checked against overlay 001_005 before append; one row represents one source artifact.,SRC_R010_TW_TAINAN_AMEI_2024_OFFICIAL,verified,Taiwan-side,發佈日期 2024-12-21；阿美飯店由中央市場發跡，民國70年更名為阿美飯店，蔡崇廉磨練出一手臺菜與酒家菜功夫；飯店保留古早味與臺灣民間辦桌氛圍。,臺菜;酒家菜;辦桌菜,臺南;臺灣民間辦桌;老字號,,,https://www.twtainan.net/zh-tw/event/newsdetail/6971/,f37ebd807a29fedc,SRC_R010_TW_TAINAN_AMEI_2024_OFFICIAL,1,0.9000,0.1000,1,阿美飯店,secondary,0.7000,official or Michelin source with direct date or live source evidence
SRC_R010_TW_TAINAN_MINSIN_1962_OFFICIAL,1962,2026-01-12,1946-1987_taiwan_side_formation,明新食品-總店,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Travel,https://www.twtainan.net/zh-tw/shop/consume/1082/,official_shop_profile,1962 Tainan Minsin Foods official profile links Taiwanese pineapple cake shaped as Taiwan and traditional meat bun old taste,high,Official shop profile gives update date and exact 1962 founding evidence for Taiwan-side food sign. Duplicate source-url and artifact-key checked against overlay 001_005 before append; one row represents one source artifact.,SRC_R010_TW_TAINAN_MINSIN_1962_OFFICIAL,verified,Taiwan-side,更新日期 2026-01-12；明新食品創立於1962年，2010明新台灣土鳳梨酥以台灣做造型，選用關廟土鳳梨；明新古早味肉包保留傳統與傳承的意義。,台灣土鳳梨酥;古早味肉包;虱目魚Q餅,台灣;台南;關廟土鳳梨,,,https://www.twtainan.net/zh-tw/shop/consume/1082/,f817757ed190b444,SRC_R010_TW_TAINAN_MINSIN_1962_OFFICIAL,1,0.9000,0.1000,1,明新食品-總店,secondary,0.7000,official or Michelin source with direct date or live source evidence
SRC_R010_TW_TAIPEI_GOLDENFORMOSA_1954_MICHELIN,1954,2019-05-27,1946-1987_taiwan_side_formation,Golden Formosa,Taipei,Taiwan,Taiwan-side,michelin_editorial,MICHELIN Guide Taiwan,https://guide.michelin.com/tw/en/article/dining-out/golden-formosa-old-soul-new-life,professional_guide_feature,1954 Taipei Golden Formosa Michelin feature identifies Taiwanese cuisine restaurant with Taiwanese banquet cuisine and Hokkien fried rice,high,Michelin editorial has publication date and exact 1954 founding evidence for a Taiwanese cuisine restaurant. Duplicate source-url and artifact-key checked against overlay 001_005 before append; one row represents one source artifact.,SRC_R010_TW_TAIPEI_GOLDENFORMOSA_1954_MICHELIN,verified,Taiwan-side,"27 May 2019；Golden Formosa was one of two Taiwanese cuisine restaurants to receive a star in the inaugural Michelin Guide Taipei; formerly known as Formosa Restaurant, founded in 1954 in Xinbeitou; article discusses Taiwanese banquet cuisine and Hokkien fried rice.",Taiwanese banquet cuisine;Hokkien fried rice,Taiwanese cuisine;Taipei;Xinbeitou,,,https://guide.michelin.com/tw/en/article/dining-out/golden-formosa-old-soul-new-life,91866aad5e6ab729,SRC_R010_TW_TAIPEI_GOLDENFORMOSA_1954_MICHELIN,1,0.9000,0.1000,1,Golden Formosa,secondary,0.7000,official or Michelin source with direct date or live source evidence
SRC_R010_KR_SEOUL_NIUROUMIANGUAN_2026_MICHELIN,2026,2026-06-04,2015-2025_platformization,Niroumianguan,Seoul,Seoul Capital Area,Korea,michelin_restaurant_page,MICHELIN Guide Korea,https://guide.michelin.com/gb/en/seoul-capital-area/kr-seoul/restaurant/niroumianguan,professional_guide_listing,2026 Seoul Michelin listing discusses Chinese beef noodle soup as commonly known to have originated from Taiwan and not classic Taiwanese style,medium,Live Michelin restaurant page accessed successfully on 2026-06-04; page supplies Taiwan-origin discourse for beef noodle soup in Seoul. Duplicate source-url and artifact-key checked against overlay 001_005 before append; one row represents one source artifact.,SRC_R010_KR_SEOUL_NIUROUMIANGUAN_2026_MICHELIN,probable,Korea,"Niroumianguan, Seoul; Bib Gourmand; Chinese beef noodle soup is commonly known to have originated from Taiwan, but the page says this restaurant differs from classic Taiwanese style after a Shandong recipe lineage.",Chinese beef noodle soup;cilantro;chili sauce,originated from Taiwan;classic Taiwanese style,,,https://guide.michelin.com/gb/en/seoul-capital-area/kr-seoul/restaurant/niroumianguan,ccff573f4f954812,SRC_R010_KR_SEOUL_NIUROUMIANGUAN_2026_MICHELIN,1,0.9000,0.1000,1,Niroumianguan,secondary,0.7000,official or Michelin source with direct date or live source evidence
SRC_R010_KR_BUSAN_MICHELIN_2024_TAIWANESE_BIB,2024,2024-02-22,2015-2025_platformization,Niurou mian guan zi and Bao Haus,Busan,Busan,Korea,michelin_press_release_pdf,MICHELIN Guide Seoul and Busan,https://dgaddcosprod.blob.core.windows.net/corporate-production/attachments/clte81prt043o15o72is77qex-20240222-pr-michelin-guide-seoul-2024.pdf,professional_guide_awards_list,2024 Michelin Busan inaugural Bib Gourmand awards list records Niurou mian guan zi and Bao Haus as Taiwanese cuisine type,high,Michelin press release PDF is a dated primary artifact for the 2024 Seoul and Busan guide awards list; one row captures the PDF artifact rather than splitting each restaurant. Duplicate source-url and artifact-key checked against overlay 001_005 before append; one row represents one source artifact.,SRC_R010_KR_BUSAN_MICHELIN_2024_TAIWANESE_BIB,verified,Korea,"Paris, 22 February 2024; MICHELIN Guide Busan 2024 Bib Gourmand list includes Niurou mian guan zi as Taiwanese and Bao Haus as Taiwanese in Busan inaugural selection.",Niurou mian guan zi;Bao Haus,Taiwanese;Busan MICHELIN Guide,,,https://dgaddcosprod.blob.core.windows.net/corporate-production/attachments/clte81prt043o15o72is77qex-20240222-pr-michelin-guide-seoul-2024.pdf,f6dd0b5ee37f9c47,SRC_R010_KR_BUSAN_MICHELIN_2024_TAIWANESE_BIB,1,0.9000,0.1000,1,Niurou mian guan zi and Bao Haus,secondary,0.7000,official or Michelin source with direct date or live source evidence
SRC_R010B02_TW_TAINAN_ASHIA_BOOK_2022,2022,2022-08-21,2015-2025_platformization,阿霞飯店,Tainan,Taiwan,Taiwan-side,official_tourism_news,Tainan Travel,https://www.twtainan.net/zh-tw/event/newsdetail/5149/,official_book_event_feature,2022 Tainan Travel book-event article frames Asha Restaurant as classic old Taiwanese cuisine with banquet dishes and Tainan food history,high,"Tainan city tourism article gives publication date, 1940 book title, old Taiwanese cuisine framing, and named banquet cuisine context. Duplicate source-url and artifact-key checked against Round010 overlay before append; one row represents one source artifact.",SRC_R010B02_TW_TAINAN_ASHIA_BOOK_2022,verified,Taiwan-side,發佈日期 2022-08-21；阿霞飯店新書以飲食文化角度呈現老臺菜歷史，市長說臺菜涵蓋庶民小吃、辦桌菜、酒家菜，阿霞是臺南人想到臺菜就想到的經典老字號。,手路菜;辦桌菜;酒家菜,臺菜;老臺菜;臺南老字號,,,https://www.twtainan.net/zh-tw/event/newsdetail/5149/,cc8e634bfa0412f7,SRC_R010B02_TW_TAINAN_ASHIA_BOOK_2022,1,0.9000,0.1000,1,阿霞飯店,secondary,0.7000,official municipal or Michelin source with direct date or live source evidence
SRC_R010B02_TW_TAINAN_FULOU_2024,2024,2024-11-22,2015-2025_platformization,福樓餐廳,Tainan,Taiwan,Taiwan-side,official_tourism_news,Tainan Travel,https://www.twtainan.net/zh-tw/event/newsdetail/6923/,official_food_culture_feature,2024 Tainan Travel feature records Fulou as Tainan restaurant serving Taiwanese seafood barbecue banquet dishes and local rice-cake dishes,high,"Tainan city tourism feature has source date, 1992 origin evidence, Taiwanese cuisine markers, and named dishes. Duplicate source-url and artifact-key checked against Round010 overlay before append; one row represents one source artifact.",SRC_R010B02_TW_TAINAN_FULOU_2024,verified,Taiwan-side,發佈日期 2024-11-22；1992年於夏林路起家的福樓餐廳，主打臺菜海鮮與燒烤，經典臺菜、時令海鮮、燒烤與宴席料理俱全，文章列蝦捲、麻油雞米糕與西瓜綿鮮魚湯。,蝦捲;麻油雞米糕;西瓜綿鮮魚湯,臺菜;臺南;臺灣在地糯米,,,https://www.twtainan.net/zh-tw/event/newsdetail/6923/,7e8ad51645771aa1,SRC_R010B02_TW_TAINAN_FULOU_2024,1,0.9000,0.1000,1,福樓餐廳,secondary,0.7000,official municipal or Michelin source with direct date or live source evidence
SRC_R010B02_TW_TAINAN_SHIJIA_2024_16,2024,2024-08-16,2015-2025_platformization,歸仁施家班餐飲宴席,Tainan,Taiwan,Taiwan-side,official_tourism_news,Tainan Travel,https://www.twtainan.net/zh-tw/event/newsdetail/6681/,official_banquet_culture_feature,2024 Tainan Travel article documents Guiren Shijia Ban banquet service with Taiwanese banquet dishes fish-fin soup red-crab rice cake and Fotiaoqiang,high,Tainan city tourism article gives date and direct Taiwanese banquet dish evidence. Duplicate source-url and artifact-key checked against Round010 overlay before append; one row represents one source artifact.,SRC_R010B02_TW_TAINAN_SHIJIA_2024_16,verified,Taiwan-side,發佈日期 2024-08-16；歸仁施家班餐飲宴席傳承五代，報導說臺灣人婚喪喜慶常見臺式魚翅羹、南靖雞與佛跳牆，也說臺南辦宴常見冷盤、魚翅羹、紅蟳米糕。,臺式魚翅羹;南靖雞;紅蟳米糕;佛跳牆,臺灣人;臺南辦桌;臺式,,,https://www.twtainan.net/zh-tw/event/newsdetail/6681/,f08f9c239f0b16de,SRC_R010B02_TW_TAINAN_SHIJIA_2024_16,1,0.9000,0.1000,1,歸仁施家班餐飲宴席,secondary,0.7000,official municipal or Michelin source with direct date or live source evidence
