attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason
SRC_R010B06_TW_376440000A_000005_OFFICIAL,2025,2025-05-27,2015-2025_platformization,湖畔人家,峨眉鄉,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000005,official_restaurant_open_data,"2025 official open-data page classifies 湖畔人家 as 台灣小吃/台菜（Taiwanese Cuisine）; 甜點冰品（Desserts And Ice）; 非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine",high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000005_OFFICIAL,verified,Taiwan-side,"資料更新日期時間 2025-05-27T07:30:10+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）、甜點冰品（Desserts And Ice）、非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.）；湖畔人家；台灣小吃/台菜（Taiwanese Cuisine）; 甜點冰品（Desserts And Ice）; 非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.）",小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000005,a6ef3a4998e78c51,SRC_R010B06_TW_376440000A_000005_OFFICIAL,1,0.9000,0.1000,1,湖畔人家,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000020_OFFICIAL,2025,2025-05-20,2015-2025_platformization,以娜的店,尖石鄉,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000020,official_restaurant_open_data,2025 official open-data page classifies 以娜的店 as 台灣小吃/台菜（Taiwanese Cuisine） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000020_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2025-05-20T09:28:25+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）；以娜的店；台灣小吃/台菜（Taiwanese Cuisine）,小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000020,e101b76ebeaf57f9,SRC_R010B06_TW_376440000A_000020_OFFICIAL,1,0.9000,0.1000,1,以娜的店,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000022_OFFICIAL,2025,2025-05-23,2015-2025_platformization,尖石不怕餐館,尖石鄉,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000022,official_restaurant_open_data,2025 official open-data page classifies 尖石不怕餐館 as 台灣小吃/台菜（Taiwanese Cuisine） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000022_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2025-05-23T04:50:21+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）；尖石不怕餐館；台灣小吃/台菜（Taiwanese Cuisine）,小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000022,99991ce030e517e8,SRC_R010B06_TW_376440000A_000022_OFFICIAL,1,0.9000,0.1000,1,尖石不怕餐館,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000023_OFFICIAL,2025,2025-06-06,2015-2025_platformization,6號花園,尖石鄉,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000023,official_restaurant_open_data,"2025 official open-data page classifies 6號花園 as 台灣小吃/台菜（Taiwanese Cuisine）; 麵包糕點（Bakery）; 非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine",high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000023_OFFICIAL,verified,Taiwan-side,"資料更新日期時間 2025-06-06T02:44:32+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）、麵包糕點（Bakery）、非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.）、火鍋（Hot Pot）；6號花園；台灣小吃/台菜（Taiwanese Cuisine）; 麵包糕點（Bakery）; 非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.）; 火鍋（Hot Pot）",小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000023,f2ea66eefc8baff7,SRC_R010B06_TW_376440000A_000023_OFFICIAL,1,0.9000,0.1000,1,6號花園,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000030_OFFICIAL,2025,2025-05-07,2015-2025_platformization,金銀島主題餐廳,竹北市,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000030,official_restaurant_open_data,2025 official open-data page classifies 金銀島主題餐廳 as 台灣小吃/台菜（Taiwanese Cuisine） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000030_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2025-05-07T06:36:19+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）；金銀島主題餐廳；台灣小吃/台菜（Taiwanese Cuisine）,小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000030,de0e9fc7dea27328,SRC_R010B06_TW_376440000A_000030_OFFICIAL,1,0.9000,0.1000,1,金銀島主題餐廳,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000028_OFFICIAL,2025,2025-05-15,2015-2025_platformization,食在巷弄,竹北市,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000028,official_restaurant_open_data,2025 official open-data page classifies 食在巷弄 as 台灣小吃/台菜（Taiwanese Cuisine） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000028_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2025-05-15T09:09:37+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）；食在巷弄；台灣小吃/台菜（Taiwanese Cuisine）,小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000028,622bd8ca9bdef6df,SRC_R010B06_TW_376440000A_000028_OFFICIAL,1,0.9000,0.1000,1,食在巷弄,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000029_OFFICIAL,2025,2025-05-20,2015-2025_platformization,香草花園,湖口鄉,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000029,official_restaurant_open_data,"2025 official open-data page classifies 香草花園 as 台灣小吃/台菜（Taiwanese Cuisine）; 甜點冰品（Desserts And Ice）; 非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine",high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000029_OFFICIAL,verified,Taiwan-side,"資料更新日期時間 2025-05-20T07:13:45+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）、甜點冰品（Desserts And Ice）、非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.）；香草花園；台灣小吃/台菜（Taiwanese Cuisine）; 甜點冰品（Desserts And Ice）; 非酒精飲品 — 咖啡、茶等（Non-Alcoholic Beverages — Coffee, Tea, etc.）",小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000029,cd2aacfc83e419da,SRC_R010B06_TW_376440000A_000029_OFFICIAL,1,0.9000,0.1000,1,香草花園,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000041_OFFICIAL,2025,2025-05-19,2015-2025_platformization,月嵋莊客家餐廳,峨眉鄉,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000041,official_restaurant_open_data,2025 official open-data page classifies 月嵋莊客家餐廳 as 台灣小吃/台菜（Taiwanese Cuisine） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000041_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2025-05-19T09:03:59+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）；月嵋莊客家餐廳；台灣小吃/台菜（Taiwanese Cuisine）,小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000041,4f90fc30cd88c293,SRC_R010B06_TW_376440000A_000041_OFFICIAL,1,0.9000,0.1000,1,月嵋莊客家餐廳,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000042_OFFICIAL,2025,2025-08-18,2015-2025_platformization,咕麵,關西鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000042,official_restaurant_open_data,2025 official open-data page classifies 咕麵 as 台灣小吃/台菜（Taiwanese Cuisine） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000042_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2025-08-18T06:57:42+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）；咕麵；台灣小吃/台菜（Taiwanese Cuisine）,小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376440000a_000042,30b52694ae8c0299,SRC_R010B06_TW_376440000A_000042_OFFICIAL,1,0.9000,0.1000,1,咕麵,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B06_TW_376440000A_000043_OFFICIAL,2025,2025-05-19,2015-2025_platformization,龍鳳饌,峨眉鄉,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000043,official_restaurant_open_data,2025 official open-data page classifies 龍鳳饌 as 台灣小吃/台菜（Taiwanese Cuisine） with markers 小吃; 台菜; 台灣小吃/台菜; Taiwanese Cuisine,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B06_TW_376440000A_000043_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2025-05-19T09:19:10+08:00；餐飲店家類型：台灣小吃/台菜（Taiwanese Cuisine）；龍鳳饌；台灣小吃/台菜（Taiwanese Cuisine）,小吃;台菜;台灣小吃/台菜;Taiwanese Cuisine,台灣小吃/台菜;Taiwanese Cuisine;台菜,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376440000a_000043,dba14eb46ae93d10,SRC_R010B06_TW_376440000A_000043_OFFICIAL,1,0.9000,0.1000,1,龍鳳饌,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
