attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason
SRC_R010B05_TW_376470000A_000005_OFFICIAL,2022,2022-08-22,2015-2025_platformization,林桔園蜜餞行,員林市,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000005,official_restaurant_open_data,2022 official open-data page classifies 林桔園蜜餞行 as 伴手禮/禮盒（Gift） with markers 台灣小吃/台菜,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000005_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2022-08-22T11:54:04+08:00；餐飲店家類型：伴手禮/禮盒（Gift）；林桔園蜜餞行；「我們自己敢吃的，才能賣給客人吃」是林桔園的經營理念，所以與我們合作的都是很注重環境衛生與認真負責的工廠，我們賣的安心，客人買的才能放心。林桔園銷售的蜜餞種類有近百種之多，可以說是蜜餞百貨店，您想得到的，夢得到的都能在這裡找到，不管是新上市的口味，或者是古早味，都保證不會使您失望。,台灣小吃/台菜,古早味,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000005,073440f1a7ef2fae,SRC_R010B05_TW_376470000A_000005_OFFICIAL,1,0.9000,0.1000,1,林桔園蜜餞行,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000006_OFFICIAL,2023,2023-02-15,2015-2025_platformization,龍吉高麗菜飯,田中鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000006,official_restaurant_open_data,2023 official open-data page classifies 龍吉高麗菜飯 as 夜市小吃（Taiwan Snacks） with markers 小吃; 夜市小吃,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000006_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2023-02-15T16:12:35+08:00；餐飲店家類型：夜市小吃（Taiwan Snacks）；龍吉高麗菜飯；香噴滋味高麗菜飯一間位於鎮公所旁的人氣美食，透著蝦米香味的高麗菜飯是該店的獨家口味，店家為了煮出高麗菜飯的好味道，採用傳統式的燜煮法，老闆說這種煮法最費時，但為能保留高麗菜的原味，飯入口時，散發著濃濃的蝦米、胡椒香。,小吃;夜市小吃,夜市小吃;Taiwan Snacks,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000006,4131808592de2d29,SRC_R010B05_TW_376470000A_000006_OFFICIAL,1,0.9000,0.1000,1,龍吉高麗菜飯,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000007_OFFICIAL,2022,2022-08-22,2015-2025_platformization,肉圓儀,北斗鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000007,official_restaurant_open_data,2022 official open-data page classifies 肉圓儀 as 夜市小吃（Taiwan Snacks） with markers 肉圓; 小吃; 夜市小吃,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000007_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2022-08-22T13:08:43+08:00；餐飲店家類型：夜市小吃（Taiwan Snacks）；肉圓儀；元寶型的北斗肉圓，造型小巧可愛，外皮採在來米與菜薯粉作成，餡料除了豬肉外，還多了新鮮筍丁。厚厚肉圓皮呈現Q軟的口感，醃漬的肉醬，透著濃濃的五香味，這是北斗肉圓獨有的味道。北斗鎮著名的肉圓店不下10餘家，每家店各具特色，其中肉圓儀已傳至第三代，除了皮Q有嚼勁外，醬汁更是一絕，甜中帶鹹，鹹中帶辣，味道恰 到好處，許多老北斗人就是喜歡這個味道。 文字描述 文字描述-顯示或收起長內容,肉圓;小吃;夜市小吃,夜市小吃;Taiwan Snacks,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000007,cf03c384ff7a7662,SRC_R010B05_TW_376470000A_000007_OFFICIAL,1,0.9000,0.1000,1,肉圓儀,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000018_OFFICIAL,2022,2022-08-22,2015-2025_platformization,阿南師民俗小吃,鹿港鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000018,official_restaurant_open_data,2022 official open-data page classifies 阿南師民俗小吃 as 夜市小吃（Taiwan Snacks） with markers 小吃; 夜市小吃,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000018_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2022-08-22T14:30:16+08:00；餐飲店家類型：夜市小吃（Taiwan Snacks）；阿南師民俗小吃；來到鹿港絕對不能錯過阿南師民俗小吃的料理， 店內最超人氣的招牌菜-網西蝦卷又稱為『蝦包蝦』是採用新鮮的鮮蝦剁成醬再和網西做成皮，內餡包著鮮蝦，且都是純手工的，炸過後外酥內鮮嫩，口口都有鮮蝦的好滋味。,小吃;夜市小吃,夜市小吃;Taiwan Snacks,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000018,1e7ddac115db6c88,SRC_R010B05_TW_376470000A_000018_OFFICIAL,1,0.9000,0.1000,1,阿南師民俗小吃,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000019_OFFICIAL,2022,2022-08-22,2015-2025_platformization,東華素食麵茶,鹿港鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000019,official_restaurant_open_data,2022 official open-data page classifies 東華素食麵茶 as 素食飲食（Vegetarian Diet） with markers 台灣小吃/台菜,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000019_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2022-08-22T14:22:24+08:00；餐飲店家類型：素食飲食（Vegetarian Diet）；東華素食麵茶；傳統古早味營養食品，可平衡人體酸鹼值，遵古法製不含化學添加物，營養美味老少素食者最佳食品。東華素食麵茶是道地的鹿港古早味特產。,台灣小吃/台菜,古早味,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000019,958cd9b694e7e362,SRC_R010B05_TW_376470000A_000019_OFFICIAL,1,0.9000,0.1000,1,東華素食麵茶,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000020_OFFICIAL,2022,2022-08-22,2015-2025_platformization,鹿港永香民俗小吃,鹿港鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000020,official_restaurant_open_data,2022 official open-data page classifies 鹿港永香民俗小吃 as 夜市小吃（Taiwan Snacks） with markers 小吃; 夜市小吃,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000020_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2022-08-22T14:25:37+08:00；餐飲店家類型：夜市小吃（Taiwan Snacks）；鹿港永香民俗小吃；昭和九年開始經營，目前是第四代掌門。店裡祖傳滷肉飯是以搭配炸過的肉皮、切碎的紅蘿蔔絲及高麗菜等佐料所做成的，風味獨特，讓人齒頰留香感到津津有味而大受歡迎。,小吃;夜市小吃,夜市小吃;Taiwan Snacks,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000020,697e9441a676c311,SRC_R010B05_TW_376470000A_000020_OFFICIAL,1,0.9000,0.1000,1,鹿港永香民俗小吃,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000025_OFFICIAL,2023,2023-12-01,2015-2025_platformization,鹿港素珠芋丸,鹿港鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000025,official_restaurant_open_data,2023 official open-data page classifies 鹿港素珠芋丸 as 地方特產（Local specialty） with markers 小吃,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000025_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2023-12-01T15:09:07+08:00；餐飲店家類型：地方特產（Local specialty）；鹿港素珠芋丸；鹿港傳統古早味的小吃眾多，但位於民生路與泉州二路轉角處的好吃古早味的「素珠芋丸」，在當地頗具盛名。素珠媽媽以純熟手藝做出好吃芋丸，並不斷創新吃法，從煮湯轉變成一芋三吃；一吃煮湯、二吃清蒸、三吃炸，食用時再加上獨家醬料，風味獨特，不但是在地人永不厭倦的媽媽味道，更是外地人到鹿港一遊時，必定攜帶的伴手呢 。 文字描述 文字描述-顯示或收起長內容,小吃,古早味,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000025,b4e4026dce04e719,SRC_R010B05_TW_376470000A_000025_OFFICIAL,1,0.9000,0.1000,1,鹿港素珠芋丸,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000030_OFFICIAL,2018,2018-01-26,2015-2025_platformization,蔡澤記,鹿港鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000030,official_restaurant_open_data,2018 official open-data page classifies 蔡澤記 as 地方特產（Local specialty） with markers 台灣小吃/台菜,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000030_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2018-01-26T14:55:36+08:00；餐飲店家類型：地方特產（Local specialty）；蔡澤記；蔡澤記為祖傳百年老店至今已第三代了，以手工精製水餃聞名。本店與眾不同的五種產品，是老闆畢生心血的結晶，在地的古早味，讓您吃了回味再三，有晶瑩剔透QQ彈牙的水晶餃、及以純豬肉福州燕皮精製而成的扁食燕、添加香脆爽口荸薺的水丸、埔里盛產香菇做成的香菇丸、還有使用上等後豬大腿慢火細燉獨家高湯，用蒸的方式製成 的蒸丸風味絕佳，都是消費者不錯的選擇，值得一試。送禮自用兩相宜~資料來源：鹿港鎮公所 文字描述 文字描述-顯示或收起長內容,台灣小吃/台菜,古早味,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000030,2597e7c86fd726a0,SRC_R010B05_TW_376470000A_000030_OFFICIAL,1,0.9000,0.1000,1,蔡澤記,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000027_OFFICIAL,2022,2022-08-22,2015-2025_platformization,鵬師小丸子,鹿港鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000027,official_restaurant_open_data,2022 official open-data page classifies 鵬師小丸子 as 夜市小吃（Taiwan Snacks） with markers 小吃; 夜市小吃,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000027_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2022-08-22T14:23:43+08:00；餐飲店家類型：夜市小吃（Taiwan Snacks）；鵬師小丸子；鵬師秘方，採用豬大骨熬製多時的香醇湯頭，用上等豬肉特製成的小丸子、水晶餃，湯頭好、口味佳，不加防腐劑、不加硼沙，天然、健康美味。鵬師之前是辦桌的師父，對於美食料理經驗相當豐富，日據時代即獲有政府頒發之營業執照，辦桌之餘，研發了小丸子與水晶餃，皆為純手工製造。本攤店創於1931年，歷史悠久，是本地人和 來媽祖宮參拜的香客必光顧的小吃攤。資料來源：鹿港鎮公所 文字描述 文字描述-顯示或收起長內容,小吃;夜市小吃,夜市小吃;Taiwan Snacks,,,https://media.taiwan.net.tw/en-us/portal/travel/details/restaurant_376470000a_000027,e67be63c8642d980,SRC_R010B05_TW_376470000A_000027_OFFICIAL,1,0.9000,0.1000,1,鵬師小丸子,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
SRC_R010B05_TW_376470000A_000032_OFFICIAL,2022,2022-08-22,2015-2025_platformization,三姐妹蚵仔煎,鹿港鎮,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000032,official_restaurant_open_data,2022 official open-data page classifies 三姐妹蚵仔煎 as 夜市小吃（Taiwan Snacks） with markers 蚵仔煎; 小吃; 夜市小吃,high,"Official Tourism Administration open-data page gives update date, local government source, restaurant category and direct marker evidence. Duplicate source-url and restaurant artifact ID checked against Round010 overlay before append; one row represents one source artifact. TLS certificate validation was relaxed for metadata fetch because local Python rejected the site certificate, while the exact public URL is browser/web accessible.",SRC_R010B05_TW_376470000A_000032_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2022-08-22T14:45:59+08:00；餐飲店家類型：夜市小吃（Taiwan Snacks）；三姐妹蚵仔煎；本店採當日新鮮的珍珠蚵為食材，現點現料理，傳承四十幾年古早作法，蚵仔煎香酥可口，醬料更會讓您口齒留香，包您回憶滿分，歡迎來嚐鮮。資料來源：鹿港鎮公所,蚵仔煎;小吃;夜市小吃,夜市小吃;Taiwan Snacks,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_376470000a_000032,77dadf01aeef9028,SRC_R010B05_TW_376470000A_000032_OFFICIAL,1,0.9000,0.1000,1,三姐妹蚵仔煎,secondary,0.7000,official Taiwan Tourism Administration open-data source with direct date evidence
