attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
SG_1974_001,1974,1974-05-05,1946-1987_taiwan_side_formation,Taiwan Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19740505-1,overseas_taiwan_restaurant_reference,Singapore Maxwell House Taiwan Restaurant lunch Taiwan restaurant visibility,medium,Restaurant-name attestation rather than dish-specific evidence; useful for Singapore Taiwan-food naming field.,NEWSG_ST_19740505,probable,Singapore,The Straits Times report places an event lunch at the Taiwan Restaurant in Maxwell House.,,Taiwan Restaurant,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19740505-1
SG_1980_001,1980,1980-07-20,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,overseas_taiwan_porridge_ad,Singapore advertisement Taiwan Porridge Bak Kut Teh eight dollars per head,medium,Advertisement attestation; OCR is brief but directly contains the Taiwan Porridge menu label.,NEWSG_ST_19800720,probable,Singapore,Advertisement lists Taiwan Porridge alongside bak kut teh and happy-hours pricing.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1
SG_1982_003,1982,1982-04-19,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,overseas_taiwan_porridge_ad,Goodwood Park Hotel Taiwan Porridge authentic Taiwan porridge Chinese chef crispy baby squids fried pomfret steamed minced pork,medium,Distinct Goodwood Park advertisement before September 1982; useful for repeated venue-level circulation.,NEWSG_ST_19820419,probable,Singapore,Goodwood Park Hotel advertisement offers authentic Taiwan porridge cooked by an expert Chinese chef.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1
SG_1982_004,1982,1982-04-28,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,overseas_taiwan_porridge_ad,Goodwood Park Hotel Taiwan Porridge authentic Taiwan porridge Chinese chef menu crispy baby squids fried pomfret,medium,Second April 1982 Goodwood ad; keep as separate ad/date attestation rather than a unique restaurant.,NEWSG_ST_19820428,probable,Singapore,Goodwood Park Hotel advertisement repeats authentic Taiwan porridge menu language.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1
SG_1983_001,1983,1983-07-30,1946-1987_taiwan_side_formation,Hai Guo Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,overseas_taiwan_porridge_ad,Hai Guo Restaurant grand official opening singers from Taiwan seafood steam-boat Taiwan Porridge,medium,Grand-opening advertisement links Taiwan Porridge to broader entertainment/restaurant branding.,NEWSG_ST_19830730,probable,Singapore,Grand-opening advertisement lists Taiwan Porridge among food available at Hai Guo Restaurant.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1
SG_1985_001,1985,1985-04-15,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / Singapore Monitor,https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,overseas_taiwan_porridge_ad,Goodwood Park Hotel traditional Taiwan Porridge true Taiwan porridge Coffee Lounge traditional favourites,medium,Advertisement stresses tradition and authenticity; useful for semantic coding of Taiwaneseness as homestyle tradition.,NEWSG_MONITOR_19850415,probable,Singapore,Advertisement invites lovers of true Taiwan porridge to Goodwood Park Hotel Coffee Lounge.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2
SG_1985_002,1985,1985-10-01,1946-1987_taiwan_side_formation,Sin Leong Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,overseas_taiwan_porridge_ad,Sin Leong Restaurant Marine Parade introduces Taiwan Porridge delicious mini dishes economical lunch,medium,Shows diffusion beyond Goodwood Park into another Singapore restaurant setting.,NEWSG_ST_19851001,probable,Singapore,Sin Leong Restaurant advertisement introduces Taiwan Porridge with mini dishes and lunch pricing.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1
SG_1986_002,1986,1986-01-23,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860123-1,overseas_taiwan_porridge_ad,Singapore after-midnight restaurant advertisement local favourites tasty Taiwan Porridge,medium,OCR-fragmentary but directly identifies Taiwan Porridge as part of late-night/local-favourites menu language.,NEWSG_ST_19860123,probable,Singapore,Advertisement says noon or after midnight cravings can be met with local favourites and tasty Taiwan Porridge.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860123-1
SG_1986_003,1986,1986-03-16,1946-1987_taiwan_side_formation,Taiwan food morsel,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19860316-1,food_column_taiwan_label,Singapore food column Taiwan porridge Taiwan yew char koay cruller Taiwan songbird,medium,Food-column language shows Taiwan as a culinary label in everyday Singapore food discourse.,NEWSG_ST_19860316,probable,Singapore,Food morsel contrasts Taiwan porridge with a Taiwan-labelled cruller item.,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19860316-1
SG_1986_004,1986,1986-09-26,1946-1987_taiwan_side_formation,Taiwan Porridge supper,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,overseas_taiwan_porridge_ad,Singapore hotel coffee house claypot dishes Taiwan Porridge supper,medium,Hotel advertisement; relevant to Taiwan Porridge as a supper/night-service format.,NEWSG_ST_19860926,probable,Singapore,Hotel advertisement describes a coffee house famous for claypot dishes and Taiwan Porridge supper.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1
SG_1987_002,1987,1987-03-28,1946-1987_taiwan_side_formation,Taiwanese breakfast and porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Business Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870328-1,overseas_taiwanese_breakfast_ad,Singapore Stevens Corner Taiwanese Shaobing Youtiao Buffet Breakfast soya-bean milk Taiwanese porridge chicken porridge,medium,Strengthens 1987 Taiwan/Taiwanese breakfast evidence before the post-1987 travel-opening period.,NEWSG_BT_19870328,probable,Singapore,Advertisement offers Taiwanese shaobing youtiao buffet breakfast with Taiwanese porridge.,Taiwanese porridge,Taiwanese,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870328-1
JP_1947_001,1947,1947-01-01,1946-1987_taiwan_side_formation,山珍居,Tokyo,,Japan,newspaper_or_municipal_publication,Shinjuku City / 新宿商人,https://www.city.shinjuku.lg.jp/content/000246806.pdf,overseas_taiwanese_restaurant_lu_rou_fan,Shinjuku Sanchinkyo 1947 Taiwan cuisine pioneer lu rou fan Taiwanese stewed minced pork rice Taiwan-style dishes,high,Important early Japan-side Taiwanese cuisine and lu rou fan attestation; municipal publication is retrospective but specific.,JP_SANCHINKYO_1947,probable,Japan,Shinjuku municipal commerce magazine identifies 山珍居 as a 1947 Taiwanese-cuisine pioneer and lists 魯肉飯.,魯肉飯,台湾料理,,,https://www.city.shinjuku.lg.jp/content/000246806.pdf
JP_1960_001,1960,1960-01-01,1946-1987_taiwan_side_formation,味仙今池本店,Nagoya,Aichi,Japan,official_tourism_listing,Nagoya Meshi official site,https://nagoya-meshi.jp/cms/nagoyameshi-search/detail/%E4%B8%AD%E5%9B%BD%E5%8F%B0%E6%B9%BE%E6%96%99%E7%90%86-%E5%91%B3%E4%BB%99-%E6%9C%AC%E5%BA%97/,overseas_taiwanese_restaurant_localization,Nagoya Misen founded 1960 Chinese Taiwanese cuisine Taiwan ramen pork mince chicken soup chili garlic,high,Shows Japan-side Taiwan label becoming localized regional food through Taiwanese restaurant branding.,JP_MISEN_1960,probable,Japan,Official Nagoya Meshi listing calls Misen a 1960-founded original Taiwan ramen shop.,台湾ラーメン,台湾料理,,,https://nagoya-meshi.jp/cms/nagoyameshi-search/detail/%E4%B8%AD%E5%9B%BD%E5%8F%B0%E6%B9%BE%E6%96%99%E7%90%86-%E5%91%B3%E4%BB%99-%E6%9C%AC%E5%BA%97/
JP_1962_001,1962,1962-01-01,1946-1987_taiwan_side_formation,味仙今池本店,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_localization,Misen first store 1962 Taiwan ramen tan-tsu-men staff meal Taiwan cuisine Nagoya,medium,Alternative internal brand-history chronology gives 1962; keep both with source-specific dates until reconciled.,JP_MISEN_1962,probable,Japan,Brand history says the first Misen store opened in 1962 and Taiwan ramen began from adapted danzai noodles.,台湾ラーメン,台湾料理,,,https://yabamisen.jp/history/
JP_1967_001,1967,1967-01-01,1946-1987_taiwan_side_formation,味仙台湾ラーメン,Nagoya,Aichi,Japan,media_obituary,CBC / TBS News Dig,https://newsdig.tbs.co.jp/articles/cbc/409918?display=1,overseas_taiwan_label_local_dish,Misen Taiwan ramen born five years after 1962 founding adapted Taiwanese danzai noodles 1980s spicy boom,medium,Useful for distinguishing Taiwaneseness as localized Japanese sign rather than reproduced Taiwanese dish.,JP_MISEN_RAMEN_1967,probable,Japan,CBC reports that Taiwan ramen emerged five years after Misen's 1962 founding and spread in the 1980s spicy-food boom.,台湾ラーメン,Taiwan,,,https://newsdig.tbs.co.jp/articles/cbc/409918?display=1
JP_1973_001,1973,1973-01-01,1946-1987_taiwan_side_formation,味仙八事店,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_branching,Misen Yagoto branch opened 1973 Taiwan cuisine group branching,medium,Branching record; helps track Japan-side diffusion of Taiwan-labeled restaurant family before 1987.,JP_MISEN_YAGOTO_1973,probable,Japan,Brand history says the second son opened the Yagoto Misen branch in 1973.,台湾料理,台湾料理,,,https://yabamisen.jp/history/
JP_1981_002,1981,1981-01-01,1946-1987_taiwan_side_formation,矢場味仙,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_branching,Yaba Misen 1981 opened popular spicy Taiwan ramen Taiwan cuisine,medium,Separate from Tokyo 1981 record; another Japan-side Taiwan-restaurant branch useful for Nagoya corridor.,JP_YABAMISEN_1981,probable,Japan,Brand history says the eldest daughter opened the Yaba Misen line in 1981.,台湾ラーメン,台湾料理,,,https://yabamisen.jp/history/
