attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
TW_KHH_1947_001,1947,1947-01-01,1940-1987_taiwan_side_formation,汕頭天天沙茶火鍋,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,postwar_old_shop_origin,ROC year 36 Kaohsiung Yancheng Shantou hotpot self-made satay postwar old taste,medium,Not rice-specific but valuable as 1947 postwar southern restaurant ecology and Guangdong/Shantou migration layer.,TW_KHH_SHANTOU_1947,probable,Taiwan-side,Kaohsiung old-taste page says Shantou Tiantian satay hotpot was founded in ROC year 36 and preserves handmade satay flavor.,沙茶火鍋,高雄鹽埕老味,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1951_001,1951,1951-01-01,1946-1987_taiwan_side_formation,哈瑪星碗粿枝,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,old_shop_origin,ROC year 40 Kaohsiung Hamasen bowl rice cake rice paste meat juice soy sauce inherited fourth generation,medium,Relevant to meat-sauce-over-rice material culture though not named rouzao rice.,TW_KHH_WANGUEI_1951,probable,Taiwan-side,Kaohsiung old-taste page says Bowl Cake Zhi began in ROC year 40 and uses rice paste and meat juice in its sauce.,肉汁醬油,高雄哈瑪星小吃,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1952_004,1952,1952-01-01,1946-1987_taiwan_side_formation,黃家肉燥飯仁武店,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,branch_family_ecology,70 years Huang family rouzao rice Renwu Zhuangyuan rouzao rice hand cut pork belly shoulder hind leg seven fat three lean,medium,Official municipal page records a related Huang-family rouzao rice location; use alongside Qiaotou record but not as independent founding proof.,TW_KHH_HUANG_RENWU_1952,probable,Taiwan-side,Kaohsiung old-taste page says Huang family rouzao rice has operated for 70 years and describes hand-cut pork proportions.,肉燥飯,高雄仁武小吃,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1952_005,1952,1952-01-01,1946-1987_taiwan_side_formation,橋仔頭黃家肉燥飯,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,old_taste_crosslisting,70 years Qiaotou Huang family Zhuangyuan rouzao rice hand cut meat seven fat three lean official old taste zone,medium,Cross-listing corroborates separate Kaohsiung Travel shop page and adds official old-taste categorization.,TW_KHH_QIAOTOU_CROSS_1952,probable,Taiwan-side,Kaohsiung old-taste page lists Qiaotou Huang family rouzao rice as a 70-year old-taste shop with Zhuangyuan rouzao rice.,肉燥飯,高雄橋頭小吃,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1955_001,1955,1955-01-01,1946-1987_taiwan_side_formation,55年老店豬血大腸湯,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,side_menu_marker,Kaohsiung 55-year old shop pig blood intestine soup paired with signature rouzao rice large meat chunks balanced fat lean,medium,Approximate year inferred from 55-year label on a 2025-updated municipal page; use as approximate not exact.,TW_KHH_PIGBLOOD_1955,probable,Taiwan-side,Kaohsiung old-taste page recommends large-intestine pig-blood soup paired with signature rouzao rice at a 55-year old shop.,肉燥飯,高雄新興小吃,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1962_001,1962,1962-01-01,1946-1987_taiwan_side_formation,蘇家鹹水鴨,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,military_village_food_origin,ROC year 51 Zuoying Chongshi military village salted duck old taste,medium,Not rice-specific but useful for military-village food geography in southern Taiwan.,TW_KHH_SU_DUCK_1962,probable,Taiwan-side,Kaohsiung old-taste page says Su family salted duck originated in ROC year 51 from Zuoying Chongshi military village.,鹹水鴨,左營眷村老味,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1964_005,1964,1964-01-01,1946-1987_taiwan_side_formation,新國際西餐廳,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,western_restaurant_comparator,1964 Kaohsiung first western restaurant old taste urban dining comparator,medium,Comparator for non-snack restaurant modernization in southern urban foodscape.,TW_KHH_NEWINTL_1964,probable,Taiwan-side,Kaohsiung old-taste page says New International Western Restaurant was founded in 1964 as a Kaohsiung western-restaurant landmark.,西餐廳,高雄都市餐飲,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1967_001,1967,1967-01-01,1946-1987_taiwan_side_formation,六合林家檸檬愛玉冰,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,night_market_old_shop,ROC year 56 Liuhe night market aiyu old shop post-meal snack ecology,medium,Useful for night-market ecology around snack consumption rather than rice dish itself.,TW_KHH_LIUHE_AIYU_1967,probable,Taiwan-side,Kaohsiung old-taste page says Liuhe Lin family lemon aiyu was founded in ROC year 56 as a night-market old taste.,愛玉冰,高雄六合夜市,,,https://khh.travel/zh-tw/event/news/4784/
TW_KHH_1969_002,1969,1969-01-01,1946-1987_taiwan_side_formation,老店柏弘肉燥,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,second_generation_marker,Kaohsiung Bohong rouzao rice old shop upgraded to Hongji rouzao rice traditional snacks rouzao rice leg pork rice modern style,medium,Does not resolve founding-year conflict but supports Bohong as old rouzao-rice parent brand behind Hongji.,TW_KHH_BOHONG_HONGJI,probable,Taiwan-side,Kaohsiung old-taste page describes Hongji as a modern second-generation shop upgraded from old Bohong rouzao rice.,肉燥飯,高雄左營小吃,,,https://khh.travel/zh-tw/event/news/4784/
TW_TN_1945_001,1945,1945-01-01,1940-1987_taiwan_side_formation,鹽水豆簽羹,Tainan,Taiwan,Taiwan-side,cultural_city_file,Tainan Creative Culture file,https://creativetainan.culture.tainan.gov.tw/index.php?id=1398&index=2&lang=cht&option=event&task=dfile,stall_menu_history,1945 Yanshui cattle-market stall Chen Shui-chuan sold meat soup fish congee rouzao rice Spanish mackerel soup before specializing in bean-noodle soup,high,Important post-1940 source but outside current 1946-1987 audit window; should be included if the historical frame is widened to 1940.,TW_YANSHUI_1945,probable,Taiwan-side,Tainan cultural file says Chen Shui-chuan founded a cattle-market stall in 1945 and once sold rouzao rice before specializing in bean-noodle soup.,肉燥飯,台南鹽水小吃,,,https://creativetainan.culture.tainan.gov.tw/index.php?id=1398&index=2&lang=cht&option=event&task=dfile
