attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
BATCH_T_001,1982,1982-04-24,1946-1987_taiwan_side_formation,Goodwood Taiwan Porridge April 24 ad,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820424-1,newspaper_ad,Goodwood Park Hotel advertised Taiwan Porridge in the 24 April 1982 Straits Times issue.,high,"NewspaperSG issue-page artifact; one dated ad/page row, not marker-split. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.",SRC_BATCH_T_001,probable,Singapore,Goodwood Park Hotel advertised Taiwan Porridge in the 24 April 1982 Straits Times issue.,Taiwan Porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820424-1,be39ba9ec15ddf8b,BATCH_T_001,1
BATCH_T_002,1982,1982-04-28,1946-1987_taiwan_side_formation,Goodwood Taiwan Porridge April 28 ad,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19820428-1,newspaper_ad,Goodwood Park Taiwan Porridge advertisement recurs in the 28 April 1982 issue.,high,NewspaperSG issue-page artifact; date-specific repeat treated as separate capture. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_002,probable,Singapore,Goodwood Park Taiwan Porridge advertisement recurs in the 28 April 1982 issue.,Taiwan Porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19820428-1,72d6e5edffa1579c,BATCH_T_002,1
BATCH_T_003,1982,1982-09-23,1946-1987_taiwan_side_formation,Goodwood Taiwan Porridge September issue,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19820923-1,newspaper_ad,Goodwood Park Taiwan Porridge appears in the 23 September 1982 issue.,high,NewspaperSG issue-page artifact; one issue/date/brand row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_003,probable,Singapore,Goodwood Park Taiwan Porridge appears in the 23 September 1982 issue.,Taiwan Porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19820923-1,3a6f6b5c5c5af4ff,BATCH_T_003,1
BATCH_T_004,1985,1985-04-15,1946-1987_taiwan_side_formation,Goodwood Park Taiwan Porridge Monitor April,Singapore,,Singapore,newspaper_issue,NewspaperSG Singapore Monitor,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/singmonitor19850415-2,newspaper_ad,Singapore Monitor issue carries Goodwood Park Taiwan Porridge dining copy.,high,NewspaperSG issue-page artifact; one dated page row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_004,probable,Singapore,Singapore Monitor issue carries Goodwood Park Taiwan Porridge dining copy.,Taiwan Porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/singmonitor19850415-2,2ffc1bdc6fa29c1b,BATCH_T_004,1
BATCH_T_005,1986,1986-06-04,1946-1987_taiwan_side_formation,Stevens Corner Taiwanese Breakfast June 4,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19860604-1,newspaper_ad,Stevens Corner Taiwanese Breakfast appears in a 4 June 1986 Straits Times issue page.,high,NewspaperSG issue-page artifact; one dated ad/page row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_005,probable,Singapore,Stevens Corner Taiwanese Breakfast appears in a 4 June 1986 Straits Times issue page.,Taiwanese Breakfast;breakfast,Taiwanese,unknown,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19860604-1,ac249e6a015cebee,BATCH_T_005,1
BATCH_T_006,1987,1987-01-21,1946-1987_taiwan_side_formation,Singapore restaurant labor page Taiwan dining context,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870121-1,newspaper_mention,"Restaurant labor and dining page includes Taiwan food context, but artifact is indirect.",medium,Indirect issue-page context; retained as candidate. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_006,candidate,Singapore,"Restaurant labor and dining page includes Taiwan food context, but artifact is indirect.",Taiwan food,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870121-1,8aeddeaa15ab73d5,BATCH_T_006,1
BATCH_T_007,1989,1989-01-31,1987-2015_cross_strait_diffusion,Taiwan Porridge and Nonya lunch dinner ad,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19890131-1,newspaper_ad,Taiwan Porridge and Nonya meal offer appears in the 31 January 1989 issue.,high,NewspaperSG issue-page artifact; one dated food-service row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_007,probable,Singapore,Taiwan Porridge and Nonya meal offer appears in the 31 January 1989 issue.,Taiwan Porridge;Nonya,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19890131-1,e6f30832d9e50520,BATCH_T_007,1
BATCH_T_008,1997,1997-07-17,1987-2015_cross_strait_diffusion,Goodwood famous Taiwan porridge 1980s price ad,Singapore,,Singapore,newspaper_issue,NewspaperSG New Paper,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19970717-1,newspaper_ad,New Paper campaign references famous Goodwood Taiwan porridge pricing and dining format.,high,NewspaperSG issue-page artifact; one dated campaign row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_008,probable,Singapore,New Paper campaign references famous Goodwood Taiwan porridge pricing and dining format.,Taiwan porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19970717-1,c4150c5e3fbe297d,BATCH_T_008,1
BATCH_T_009,1998,1998-12-10,1987-2015_cross_strait_diffusion,Goodwood Taiwan porridge 1980s price campaign,Singapore,,Singapore,newspaper_issue,NewspaperSG New Paper,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19981210-1,newspaper_ad,Goodwood Taiwan porridge price campaign appears in the 10 December 1998 issue.,high,NewspaperSG issue-page artifact; one dated campaign row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_009,probable,Singapore,Goodwood Taiwan porridge price campaign appears in the 10 December 1998 issue.,Taiwan porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19981210-1,3f919893288c942d,BATCH_T_009,1
BATCH_T_010,2001,2001-02-23,1987-2015_cross_strait_diffusion,Genuine Taiwan food bubble tea franchise,Singapore,,Singapore,newspaper_issue,NewspaperSG Streats,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20010223-1,newspaper_article,Streats issue discusses genuine Taiwan food and bubble-tea franchise circulation.,medium,NewspaperSG issue-page artifact; franchise article row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_010,probable,Singapore,Streats issue discusses genuine Taiwan food and bubble-tea franchise circulation.,bubble tea;Taiwan food,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20010223-1,adc4bcef6e97fb85,BATCH_T_010,1
BATCH_T_011,2002,2002-05-06,1987-2015_cross_strait_diffusion,White Rose Cafe Taiwan porridge spillover article,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20020506-1,newspaper_article,Straits Times dining context includes White Rose Cafe Taiwan porridge spillover.,medium,NewspaperSG issue-page artifact; one restaurant/article row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_011,probable,Singapore,Straits Times dining context includes White Rose Cafe Taiwan porridge spillover.,Taiwan porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20020506-1,d4c15eddfd79ba2b,BATCH_T_011,1
BATCH_T_012,1993,1993-05-23,1987-2015_cross_strait_diffusion,President Enterprises mainland food investment,Taipei,Taiwan,Taiwan-side,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19930523-1,newspaper_article,President Enterprises is reported in mainland food investment context.,medium,Corporate food circulation artifact; not an ownership proof row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_012,probable,Taiwan,President Enterprises is reported in mainland food investment context.,food;食品,Taiwanese,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19930523-1,b9316acac134114e,BATCH_T_012,1
BATCH_T_013,1993,1993-09-02,1987-2015_cross_strait_diffusion,Fast-growing Taiwanese food maker China base,Taipei,Taiwan,Taiwan-side,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19930902-1,newspaper_article,Issue describes a fast-growing Taiwanese food maker and China base.,medium,Corporate food circulation artifact; source-artifact row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_013,probable,Taiwan,Issue describes a fast-growing Taiwanese food maker and China base.,food maker;食品,Taiwanese,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19930902-1,5a63422e7a2190b5,BATCH_T_013,1
BATCH_T_014,1996,1996-03-09,1987-2015_cross_strait_diffusion,Want Want Taiwanese food group listing,Taipei,Taiwan,Taiwan-side,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19960309-1,newspaper_article,Want Want Taiwanese food group appears in listing and regional circulation context.,medium,Corporate food circulation artifact; source-artifact row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_014,probable,Taiwan,Want Want Taiwanese food group appears in listing and regional circulation context.,food group;食品,Taiwanese,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19960309-1,0dbb1ebc24c1f014,BATCH_T_014,1
BATCH_T_015,2008,2008-12-15,1987-2015_cross_strait_diffusion,Guzaoren Taiwan Porridge side dish menu,Singapore,,Singapore,newspaper_issue,NewspaperSG New Paper,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/newpaper20081215-1,newspaper_ad,Guzaoren Taiwan Porridge side-dish menu appears in a 2008 issue page.,high,NewspaperSG issue-page artifact; one dated menu/ad row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_015,probable,Singapore,Guzaoren Taiwan Porridge side-dish menu appears in a 2008 issue page.,Taiwan Porridge;side dish,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/newpaper20081215-1,301b1a60a0e157a2,BATCH_T_015,1
BATCH_T_016,2011,2011-04-18,1987-2015_cross_strait_diffusion,Goodwood signature Taiwan Porridge Today canonical,Singapore,,Singapore,newspaper_issue,NewspaperSG Today,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/today20110418-2,newspaper_ad,Today issue carries signature Goodwood Taiwan Porridge dining copy.,high,NewspaperSG issue-page artifact; one dated row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_016,probable,Singapore,Today issue carries signature Goodwood Taiwan Porridge dining copy.,Taiwan Porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/today20110418-2,2abac02c288b0bbe,BATCH_T_016,1
BATCH_T_017,2013,2013-04-17,1987-2015_cross_strait_diffusion,Taiwan traditional-market food safety article,Taipei,Taiwan,Taiwan-side,newspaper_issue,NewspaperSG New Paper,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper20130417-1,newspaper_article,New Paper issue discusses Taiwan traditional-market food safety context.,medium,Indirect market-food artifact; retained as candidate. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_017,candidate,Taiwan,New Paper issue discusses Taiwan traditional-market food safety context.,traditional-market food;食品,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper20130417-1,fef121c123413a7d,BATCH_T_017,1
BATCH_T_018,2015,2015-02-02,2015-2025_internet_wanghong_capital,Singapore ice-cream challenge Taiwan flavor context,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20150202-1,newspaper_article,Straits Times issue includes Taiwan flavor context in a food challenge item.,medium,Indirect flavor artifact; retained as candidate. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_018,candidate,Singapore,Straits Times issue includes Taiwan flavor context in a food challenge item.,ice cream;flavor,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20150202-1,a79324d4126ed2e1,BATCH_T_018,1
BATCH_T_019,2010,2010-10-31,1987-2015_cross_strait_diffusion,Orchard Hotel Taiwan Porridge Buffet dining offer T,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20101031-1,newspaper_ad,Orchard Hotel dining offer references Taiwan Porridge buffet format.,high,NewspaperSG issue-page artifact added to complete checkpoint T. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_019,probable,Singapore,Orchard Hotel dining offer references Taiwan Porridge buffet format.,Taiwan Porridge;buffet,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20101031-1,83f0788f5e56b616,BATCH_T_019,1
BATCH_T_020,2016,2016-06-19,2015-2025_internet_wanghong_capital,Oasis Taiwan Porridge delivery listing T,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20160619-1,newspaper_listing,Oasis Taiwan Porridge appears in a delivery/listing context in the 2016 issue.,medium,NewspaperSG issue-page artifact added to complete checkpoint T. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_020,probable,Singapore,Oasis Taiwan Porridge appears in a delivery/listing context in the 2016 issue.,Taiwan Porridge;delivery,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20160619-1,e65fce7f12c6a249,BATCH_T_020,1
BATCH_T_021,2012,2012-01-01,1987-2015_cross_strait_diffusion,金得春捲 food festival file,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_tourism_profile,Tainan food-festival file lists Jinde spring roll in local snack itinerary context.,medium,"Official tourism file; file date/year approximate, so candidate. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.",SRC_BATCH_T_021,candidate,Taiwan,Tainan food-festival file lists Jinde spring roll in local snack itinerary context.,春捲;小吃,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,fb2c63145bf173f9,BATCH_T_021,1
BATCH_T_022,2012,2012-01-01,1987-2015_cross_strait_diffusion,永樂燒肉飯 food festival file,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_tourism_profile,Tainan food-festival file includes Yongle roasted-pork rice as a local food stop.,medium,Official tourism file; one brand row from shared source artifact. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_022,probable,Taiwan,Tainan food-festival file includes Yongle roasted-pork rice as a local food stop.,燒肉飯;飯,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,59148545436fe7ff,BATCH_T_022,1
BATCH_T_023,2012,2012-01-01,1987-2015_cross_strait_diffusion,EVA泡芙 food festival file,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_tourism_profile,Tainan food-festival file includes EVA pastry/puff item in local food routing.,medium,Official tourism file; one brand row from shared source artifact. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_023,probable,Taiwan,Tainan food-festival file includes EVA pastry/puff item in local food routing.,泡芙;點心,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,ebcd79fd63ddf5a8,BATCH_T_023,1
BATCH_T_024,2012,2012-01-01,1987-2015_cross_strait_diffusion,劉家粽子 food festival file,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_tourism_profile,Tainan food-festival file includes Liu family rice dumpling food stop.,medium,Official tourism file; one brand row from shared source artifact. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_024,probable,Taiwan,Tainan food-festival file includes Liu family rice dumpling food stop.,粽子;米食,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,262e44fd60e2aea5,BATCH_T_024,1
BATCH_T_025,2011,2011-01-01,1987-2015_cross_strait_diffusion,大勇街鹹粥 itinerary file,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/703/,official_tourism_profile,Tainan itinerary file lists Dayong Street salty porridge in old-city food route.,medium,"Official tourism itinerary file; relative file date, probable due official profile. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.",SRC_BATCH_T_025,probable,Taiwan,Tainan itinerary file lists Dayong Street salty porridge in old-city food route.,鹹粥;粥,台南;臺灣,unknown,,https://www.twtainan.net/file/703/,d7363387438fba04,BATCH_T_025,1
BATCH_T_026,2011,2011-01-01,1987-2015_cross_strait_diffusion,祿記水晶餃 itinerary file,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/703/,official_tourism_profile,Tainan itinerary file lists Luji crystal dumplings in old-city food route.,medium,"Official tourism itinerary file; relative file date, probable due official profile. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.",SRC_BATCH_T_026,probable,Taiwan,Tainan itinerary file lists Luji crystal dumplings in old-city food route.,水晶餃;小吃,台南;臺灣,unknown,,https://www.twtainan.net/file/703/,f34f89602dcdfa2d,BATCH_T_026,1
BATCH_T_027,2018,2018-01-01,2015-2025_internet_wanghong_capital,春牛豆漿大王 TripTaiwan route,Tainan,Taiwan,Taiwan-side,official_tourism_route,Tainan Tourism Japanese route,https://www.twtainan.net/ja/tours/columns/detail/3590,official_tourism_profile,TripTaiwan/Tainan route includes Chun Niu soy milk breakfast stop.,medium,Official route page; one brand row from route artifact. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_027,probable,Taiwan,TripTaiwan/Tainan route includes Chun Niu soy milk breakfast stop.,豆漿;早餐,台南;臺灣,unknown,,https://www.twtainan.net/ja/tours/columns/detail/3590,c3ff95589a87fcc4,BATCH_T_027,1
BATCH_T_028,2018,2018-01-01,2015-2025_internet_wanghong_capital,鴨母寮市場肉圓 TripTaiwan route,Tainan,Taiwan,Taiwan-side,official_tourism_route,Tainan Tourism Japanese route,https://www.twtainan.net/ja/tours/columns/detail/3590,official_tourism_profile,TripTaiwan/Tainan route includes Yamuliao Market meatball snack context.,medium,Official route page; one brand row from route artifact. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_028,probable,Taiwan,TripTaiwan/Tainan route includes Yamuliao Market meatball snack context.,肉圓;小吃,台南;臺灣,unknown,,https://www.twtainan.net/ja/tours/columns/detail/3590,7fb11d9f916220b0,BATCH_T_028,1
BATCH_T_029,2018,2018-01-01,2015-2025_internet_wanghong_capital,SHOJO台南日式燒肉 TripTaiwan route,Tainan,Taiwan,Taiwan-side,official_tourism_route,Tainan Tourism Japanese route,https://www.twtainan.net/ja/tours/columns/detail/3590,official_tourism_profile,TripTaiwan/Tainan route includes SHOJO Tainan grilled-meat restaurant context.,medium,Official route page; one brand row from route artifact. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_029,probable,Taiwan,TripTaiwan/Tainan route includes SHOJO Tainan grilled-meat restaurant context.,燒肉;餐廳,台南;臺灣,unknown,,https://www.twtainan.net/ja/tours/columns/detail/3590,2fedf5f85b653480,BATCH_T_029,1
