attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
BATCH_X_001,2023,2023-11-19,2015-2025_internet_wanghong_capital,善化芝麻拌麵節慶名單X01,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 善化芝麻拌麵節慶名單X01 in Tainan food context, with dish markers 芝麻拌麵;麵食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_001,probable,Taiwan,"Tainan Tourism records 善化芝麻拌麵節慶名單X01 in Tainan food context, with dish markers 芝麻拌麵;麵食 and Taiwan/local markers 台南;臺灣.",芝麻拌麵;麵食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,5392db325907e3a0,BATCH_X_001,1
BATCH_X_002,2023,2023-11-19,2015-2025_internet_wanghong_capital,中崙粿仔伯節慶名單X02,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 中崙粿仔伯節慶名單X02 in Tainan food context, with dish markers 麻糬;九層粿 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_002,probable,Taiwan,"Tainan Tourism records 中崙粿仔伯節慶名單X02 in Tainan food context, with dish markers 麻糬;九層粿 and Taiwan/local markers 台南;臺灣.",麻糬;九層粿,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,1736b55a1521fadd,BATCH_X_002,1
BATCH_X_003,2023,2023-11-19,2015-2025_internet_wanghong_capital,蘇厝王家麵店節慶名單X03,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 蘇厝王家麵店節慶名單X03 in Tainan food context, with dish markers 麻醬乾麵;麵食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_003,probable,Taiwan,"Tainan Tourism records 蘇厝王家麵店節慶名單X03 in Tainan food context, with dish markers 麻醬乾麵;麵食 and Taiwan/local markers 台南;臺灣.",麻醬乾麵;麵食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,84c69a9c4ccf0f43,BATCH_X_003,1
BATCH_X_004,2023,2023-11-19,2015-2025_internet_wanghong_capital,鹽水意麵節慶名單X04,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 鹽水意麵節慶名單X04 in Tainan food context, with dish markers 鹽水意麵;小吃 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_004,probable,Taiwan,"Tainan Tourism records 鹽水意麵節慶名單X04 in Tainan food context, with dish markers 鹽水意麵;小吃 and Taiwan/local markers 台南;臺灣.",鹽水意麵;小吃,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,ccbf589594dc9c03,BATCH_X_004,1
BATCH_X_005,2023,2023-11-19,2015-2025_internet_wanghong_capital,大內酪梨芝麻市集X05,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 大內酪梨芝麻市集X05 in Tainan food context, with dish markers 芝麻;酪梨 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_005,probable,Taiwan,"Tainan Tourism records 大內酪梨芝麻市集X05 in Tainan food context, with dish markers 芝麻;酪梨 and Taiwan/local markers 台南;臺灣.",芝麻;酪梨,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,37e5f9583dfb24a3,BATCH_X_005,1
BATCH_X_006,2023,2023-11-19,2015-2025_internet_wanghong_capital,台南芝麻甜點市集X06,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 台南芝麻甜點市集X06 in Tainan food context, with dish markers 芝麻甜點;糕餅 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_006,probable,Taiwan,"Tainan Tourism records 台南芝麻甜點市集X06 in Tainan food context, with dish markers 芝麻甜點;糕餅 and Taiwan/local markers 台南;臺灣.",芝麻甜點;糕餅,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,ace03f65671a9db7,BATCH_X_006,1
BATCH_X_007,2023,2023-11-19,2015-2025_internet_wanghong_capital,台南麻油料理市集X07,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 台南麻油料理市集X07 in Tainan food context, with dish markers 麻油料理;小吃 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_007,probable,Taiwan,"Tainan Tourism records 台南麻油料理市集X07 in Tainan food context, with dish markers 麻油料理;小吃 and Taiwan/local markers 台南;臺灣.",麻油料理;小吃,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,dc985e97d534c582,BATCH_X_007,1
BATCH_X_008,2023,2023-11-19,2015-2025_internet_wanghong_capital,台南芝麻伴手禮X08,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 台南芝麻伴手禮X08 in Tainan food context, with dish markers 芝麻糕;伴手禮 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_008,probable,Taiwan,"Tainan Tourism records 台南芝麻伴手禮X08 in Tainan food context, with dish markers 芝麻糕;伴手禮 and Taiwan/local markers 台南;臺灣.",芝麻糕;伴手禮,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,f10c8c4cf89381e3,BATCH_X_008,1
BATCH_X_009,2023,2023-11-19,2015-2025_internet_wanghong_capital,善化農產小吃X09,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 善化農產小吃X09 in Tainan food context, with dish markers 農產小吃;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_009,probable,Taiwan,"Tainan Tourism records 善化農產小吃X09 in Tainan food context, with dish markers 農產小吃;米食 and Taiwan/local markers 台南;臺灣.",農產小吃;米食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,df208d9173b2299f,BATCH_X_009,1
BATCH_X_010,2023,2023-11-19,2015-2025_internet_wanghong_capital,台南節慶麵食X10,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,official_food_news,"Tainan Tourism records 台南節慶麵食X10 in Tainan food context, with dish markers 麵食;小吃 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_010,probable,Taiwan,"Tainan Tourism records 台南節慶麵食X10 in Tainan food context, with dish markers 麵食;小吃 and Taiwan/local markers 台南;臺灣.",麵食;小吃,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6129/,16173a496becc9f9,BATCH_X_010,1
BATCH_X_011,2025,2025-03-01,2015-2025_internet_wanghong_capital,阿霞飯店米其林新聞X01,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/7808/,official_food_news,"Tainan Tourism records 阿霞飯店米其林新聞X01 in Tainan food context, with dish markers 台菜;紅蟳米糕 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_011,probable,Taiwan,"Tainan Tourism records 阿霞飯店米其林新聞X01 in Tainan food context, with dish markers 台菜;紅蟳米糕 and Taiwan/local markers 台南;臺灣.",台菜;紅蟳米糕,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/7808/,218a82803f902d61,BATCH_X_011,1
