attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
TW_1958_004,1958,1958-01-01,1946-1987_taiwan_side_formation,香滿園魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,貓大爺,https://lordcat.net/archives/365,restaurant_origin_retro,1958 Shuanglian Xiangmanyuan lu rou fan old shop Wanquan Street laborer affordable rice meal,medium,Retrospective food-media source corroborates the Shuanglian 1958 lu rou fan cluster but needs archive or registration confirmation.,TW_XIANGMANYUAN_1958,probable,Taiwan-side,Article says Xiangmanyuan near Shuanglian station opened in 1958 as an old lu rou fan shop.,滷肉飯,台北雙連小吃,,,https://lordcat.net/archives/365
TW_1958_005,1958,1958-01-01,1946-1987_taiwan_side_formation,香滿園魯肉飯,Taipei,Taiwan,Taiwan-side,platform_food_review,PopDaily,https://www.popdaily.com.tw/forum/food/1586514,restaurant_social_memory_retro,1958 Shuanglian Xiangmanyuan opened over sixty years laborers affordable lu rou fan side dishes,low,User-platform food post; keep as low-confidence corroborative consumer-memory evidence only.,TW_XIANGMANYUAN_1958_POP,probable,Taiwan-side,PopDaily post says Xiangmanyuan has operated since 1958 and served workers around Taipei Bridge and Shuanglian.,滷肉飯,台北雙連小吃,,,https://www.popdaily.com.tw/forum/food/1586514
TW_1977_002,1977,1977-01-01,1946-1987_taiwan_side_formation,丸林魯肉飯,Taipei,Taiwan,Taiwan-side,brand_food_map,T-Cat black cat food map,https://www.t-cat.com.tw/foodmap/shop.aspx?id=7,restaurant_origin_retro,1977 Wanlin lu rou fan Nong'an Street founding taxi drivers Taipei Roundabout Longfeng apprenticeship,medium,More focused shop page for Wanlin than prior broader food-map page; useful for origin and customer-base coding.,TW_WANLIN_1977_SHOP,probable,Taiwan-side,T-Cat shop page says Wanlin founded its original Nong'an Street shop in 1977 after the founder apprenticed around Taipei Roundabout lu rou fan.,魯肉飯,台北圓環小吃,,,https://www.t-cat.com.tw/foodmap/shop.aspx?id=7
TW_1970_002,1970,1970-01-01,1946-1987_taiwan_side_formation,鼎泰豐,Taipei,Taiwan,Taiwan-side,restaurant_history_secondary,Hobble Creek / Din Tai Fung sightings,https://hobblecreek.us/blog/entry/din-tai-fung-sightings,restaurant_conversion,Taipei Xinyi Road Din Tai Fung oil shop converted half shop to xiaolongbao around 1970 Taiwanese restaurant history,medium,Not lu rou fan-specific; useful only as Taiwan-side restaurant commercialization comparator.,TW_DTF_1970,probable,Taiwan-side,Secondary account says Din Tai Fung converted part of its oil shop to selling xiaolongbao around 1970.,小籠包,台灣餐飲品牌,,,https://hobblecreek.us/blog/entry/din-tai-fung-sightings
TW_1972_001,1972,1972-01-01,1946-1987_taiwan_side_formation,鼎泰豐,Taipei,Taiwan,Taiwan-side,restaurant_history_secondary,Hobble Creek / Din Tai Fung sightings,https://hobblecreek.us/blog/entry/din-tai-fung-sightings,restaurant_conversion,Taipei Din Tai Fung stopped selling oil and became full restaurant in 1972,medium,Comparator for restaurantization and later transnational Taiwanese branding; not lu rou fan-specific.,TW_DTF_1972,probable,Taiwan-side,Secondary account says Din Tai Fung became a full restaurant in 1972 after xiaolongbao sales grew.,小籠包,台灣餐飲品牌,,,https://hobblecreek.us/blog/entry/din-tai-fung-sightings
TW_1984_001,1984,1984-01-01,1946-1987_taiwan_side_formation,青葉麵筋,Taipei,Taiwan,Taiwan-side,official_brand_history,Ching Yeh Food / 青葉飯擔,https://www.chinyeh-fandan.com.tw/pages/about,processed_food_award,1984 Ching Yeh mianjin won Taiwan provincial agriculture award packaged Taiwan food,medium,Processed-food recognition record; use for commodification layer rather than dish-origin layer.,TW_CHINGYEH_1984,probable,Taiwan-side,Official history says Ching Yeh mianjin won a Taiwan provincial agricultural specialty food award in 1984.,麵筋,台菜罐頭,,,https://www.chinyeh-fandan.com.tw/pages/about
CN_1987_001,1987,1987-11-03,1946-1987_taiwan_side_formation,Taiwan compatriot travel reception,Multiple mainland cities,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/3/4/,mobility_infrastructure,1987 National Tourism Administration arranged travel agencies and designated hotels for Taiwan compatriots visiting mainland China,high,Not food-specific; records the mainland-side infrastructure that precedes later Taiwan-food commercial circulation.,CN_RMRB_19871103_TAIBAO_HOTELS,probable,Mainland China,People's Daily reports that tourism departments designated hotels at different levels for Taiwan compatriots visiting mainland China.,,台湾同胞;台胞接待,,,https://cn.govopendata.com/renminribao/1987/11/3/4/
CN_1987_002,1987,1987-11-12,1946-1987_taiwan_side_formation,Beijing Taiwan compatriot reception center,Beijing,Beijing,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/12/4/,mobility_infrastructure,1987 Beijing Hadmen Hotel Taiwan compatriot reception center dining hall 800 people dance hall coffee hall service Taiwan compatriots,high,Not Taiwan cuisine; useful for tracing mainland platform/institutional reception of Taiwan-labeled mobility before commercial food signs.,CN_RMRB_19871112_BEIJING_RECEPTION,probable,Mainland China,People's Daily says Hadmen Hotel would serve as Beijing's Taiwan compatriot reception center with dining and travel services.,,台胞;饭店;餐厅,,,https://cn.govopendata.com/renminribao/1987/11/12/4/
CN_1987_003,1987,1987-08-11,1946-1987_taiwan_side_formation,Taiwan Hotel project,Beijing,Beijing,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/8/11/2/,taiwan_labeled_hotel_project,1987 Beijing Jinyu Hutong Taiwan Hotel foundation Wangfu Hotel Peace Hotel tourism hotel boom,medium,Taiwan-labeled hotel project rather than food; helps document mainland Taiwan signifier before Taiwan food boom.,CN_RMRB_19870811_TAIWAN_HOTEL,probable,Mainland China,People's Daily mentions a Taiwan Hotel under foundation work in Beijing's Jinyu Hutong hotel-construction cluster.,,台湾饭店,,,https://cn.govopendata.com/renminribao/1987/8/11/2/
CN_1987_004,1987,1987-10-20,1946-1987_taiwan_side_formation,China Travel Service Taiwan compatriot reception,Multiple mainland cities,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/10/20/4/,mobility_infrastructure,1987 China Travel Service 320 branches 169 tourism hotels Taiwan compatriots mainland travel reception,high,Institutional-scale mainland reception infrastructure for Taiwan visitors; not dish evidence.,CN_RMRB_19871020_CTS_TAIBAO,probable,Mainland China,People's Daily reports China Travel Service had 320 branches and 169 tourist hotels while discussing Taiwan compatriot travel.,,台胞;旅游饭店,,,https://cn.govopendata.com/renminribao/1987/10/20/4/
CN_1987_005,1987,1987-11-05,1946-1987_taiwan_side_formation,Guide for Taiwan compatriots returning home,Fuzhou,Fujian,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/5/3/,mobility_information_infrastructure,1987 Guide for Taiwan compatriots returning home introduced mainland travel traffic hotel information for Taiwan visitors,medium,Guidebook record; relevant to mainland representational infrastructure but not food-specific.,CN_RMRB_19871105_GUIDEBOOK,probable,Mainland China,People's Daily reports a guidebook for Taiwan compatriots with travel and hotel information across mainland provinces and cities.,,台胞;饭店价格表,,,https://cn.govopendata.com/renminribao/1987/11/5/3/
US_1974_001,1974,1974-01-01,1946-1987_taiwan_side_formation,Peng Garden / Peng Yuan,New York,New York,North America,book_secondary,From Canton Restaurant to Panda Express / web text,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,taiwan_immigrant_operator_history,1974 Chef Peng arrived New York Hunan restaurant Taiwan immigrant Chinese regional cuisine United States,medium,Secondary book text; not Taiwanese cuisine but Taiwan-migrant restaurant operator history for North America comparator.,US_PENG_1974,probable,North America,Book text says Chef Peng arrived in New York in 1974 and locates Taiwan-linked entrepreneurs in the 1970s Hunan restaurant boom.,,Taiwan immigrant restaurant operator,Taiwan-origin operator,Taiwan,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html
US_1977_001,1977,1977-08-01,1946-1987_taiwan_side_formation,Peng Garden Restaurant,New York,New York,North America,book_secondary,From Canton Restaurant to Panda Express / web text,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,taiwan_immigrant_operator_history,1977 Peng Garden Restaurant New York Taiwan president Ma Ying-jeou married there exchange students Hunan restaurant,medium,Uses book secondary text and anecdotal claim; should be checked against NYT or marriage records before strong inference.,US_PENG_GARDEN_1977,probable,North America,Book text notes Peng Garden Restaurant in New York and an alleged 1977 Taiwan-student social connection.,,Taiwan migrant social field,Taiwan-origin operator,Taiwan,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html
US_1970S_002,1978,,1946-1987_taiwan_side_formation,Taiwanese restaurants in Flushing,New York,New York,North America,academic_publication_record,Taipei Medical University,https://hub.tmu.edu.tw/en/publications/when-little-island-cuisine-encountered-chinese-food-the-evolution-2/,taiwanese_cuisine_secondary,Taiwanese cuisine New York Flushing 1970 present Chinese food Little Island cuisine,high,Publication metadata only; needs chapter access for restaurant-level extraction.,US_FLUSHING_TW_CUISINE_1970S,probable,North America,Publication record identifies a chapter on Taiwanese cuisine in Flushing from 1970 to present.,,Taiwanese cuisine,,,https://hub.tmu.edu.tw/en/publications/when-little-island-cuisine-encountered-chinese-food-the-evolution-2/
US_1980S_001,1985,,1946-1987_taiwan_side_formation,Taiwanese food enclaves in Flushing and Monterey Park,New York / Los Angeles,,North America,encyclopedic_secondary,Taiwanese Americans,https://en.wikipedia.org/wiki/Taiwanese_Americans,taiwanese_immigrant_food_enclave,Taiwanese emigrants late 1970s early 1980s Monterey Park Little Taipei Flushing Taiwanese cuisine restaurants Taiwanese immigrant restaurateurs,low,Encyclopedic secondary source; use only as search guide and not as final analytical evidence.,US_TW_AM_ENCLAVES_1980S,candidate,North America,Source summarizes Taiwanese immigrant enclave formation and restaurant influence in late 1970s and early 1980s.,,Taiwanese cuisine,Taiwanese immigrant operator,Taiwan,https://en.wikipedia.org/wiki/Taiwanese_Americans
JP_1979_001,1979,1979-01-01,1946-1987_taiwan_side_formation,Tokyo old Taiwanese and yatai cuisine restaurants,Tokyo,,Japan,food_media_secondary,Forbes Japan,https://forbesjapan.com/articles/detail/46596/page2,overseas_taiwanese_restaurant_field,1979 Taiwan travel liberalization Taiwanese people opened restaurants in Tokyo before late 1980s Chinese migrants Taiwanese yatai small-plate cuisine,medium,Secondary typology; useful for identifying Tokyo restaurant names but not a discrete restaurant record.,JP_TOKYO_OLD_TW_FIELD_1979,probable,Japan,Forbes Japan says Taiwanese operators had already opened Tokyo restaurants before late-1980s mainland Chinese migration and often used Taiwan yatai small-plate cuisine signs.,台湾屋台料理,Taiwanese cuisine,Taiwan-origin operator,Taiwan,https://forbesjapan.com/articles/detail/46596/page2
