attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
BATCH_Q_001,1980,1980-07-20,1946-1987_taiwan_side_formation,Taiwan Porridge and Bak Kut Teh Happy Hours,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,newspaper_ad_menu_marker,1980 Singapore advertisement lists Taiwan porridge alongside bak kut teh and happy hours,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_001,probable,Singapore,1980 Straits Times issue page includes an advertisement with Taiwan porridge and bak kut teh as food offerings,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,,BATCH_Q_001,1
BATCH_Q_002,1980,1980-07-26,1946-1987_taiwan_side_formation,Taiwan Porridge and Bak Kut Teh repeat ad,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,newspaper_ad_menu_marker,1980 repeat Singapore advertisement keeps Taiwan porridge visible as a restaurant format,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_002,probable,Singapore,1980 Straits Times issue page carries a Taiwan porridge and bak kut teh advertisement,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,,BATCH_Q_002,1
BATCH_Q_003,1982,1982-03-21,1946-1987_taiwan_side_formation,Goodwood Park West End Club Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,food_article_profile,1982 Weekend feature profiles Goodwood Park Taiwan porridge as a light meal or snack,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_003,probable,Singapore,1982 Straits Times Weekend feature describes Taiwan porridge at the West End Club Goodwood Park Hotel,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,,BATCH_Q_003,1
BATCH_Q_004,1982,1982-04-19,1946-1987_taiwan_side_formation,Goodwood Park authentic Taiwan porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,newspaper_ad_menu_marker,1982 Goodwood Park advertisement presents authentic Taiwan porridge by a Chinese chef,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_004,probable,Singapore,1982 Straits Times issue page advertises Taiwan Porridge at West End Club Goodwood Park Hotel with menu dishes,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,,BATCH_Q_004,1
BATCH_Q_005,1982,1982-04-28,1946-1987_taiwan_side_formation,Goodwood Park Taiwan Porridge menu,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,newspaper_ad_menu_marker,1982 Goodwood Park advertisement repeats Taiwan porridge with crispy baby squid and pomfret menu,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_005,probable,Singapore,1982 Straits Times issue page carries a Goodwood Park Taiwan porridge advertisement with side dish menu language,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,,BATCH_Q_005,1
BATCH_Q_006,1982,1982-09-23,1946-1987_taiwan_side_formation,Goodwood Park Taiwan Porridge expanded menu,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,newspaper_ad_menu_marker,1982 Goodwood Park advertisement ties Taiwan porridge to a thirty item side dish menu,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_006,probable,Singapore,1982 Straits Times issue page advertises Taiwan porridge with a menu including fried pomfret and minced pork,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,,BATCH_Q_006,1
BATCH_Q_007,1983,1983-07-30,1946-1987_taiwan_side_formation,Hai Guo Restaurant Taiwan Porridge opening,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,newspaper_ad_opening_menu,1983 Hai Guo Restaurant opening lists Taiwan porridge among available foods,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_007,probable,Singapore,1983 Straits Times issue page includes Hai Guo Restaurant grand opening with singers and Taiwan porridge on the food list,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,,BATCH_Q_007,1
BATCH_Q_009,1988,1988-09-29,1987-2015_cross_strait_diffusion,Bali Hut Taiwan Buffet,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19880929-1,newspaper_ad_buffet_marker,1988 Bali Hut Taiwan Buffet lists Taiwanese cuisine including Taiwan porridge and braised pork,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_009,probable,Singapore,1988 Straits Times advertisement describes a Taiwan Buffet at Bali Hut with Taiwan porridge and braised pork,Taiwan porridge;braised pork,Taiwanese cuisine;Taiwan Buffet,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19880929-1,,BATCH_Q_009,1
BATCH_Q_010,1989,1989-10-07,1987-2015_cross_strait_diffusion,The tastes of Taiwan feature,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19891007-1,food_article_taiwan_cuisine,1989 food article frames Taiwanese porridge as the main available Taiwan food in Singapore,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_010,probable,Singapore,1989 Straits Times article The tastes of Taiwan says Taiwanese porridge was among the few Taiwan foods available in Singapore,Taiwanese porridge,Taiwanese cuisine,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19891007-1,,BATCH_Q_010,1
BATCH_Q_011,1992,1992-11-10,1987-2015_cross_strait_diffusion,Late night Taiwan Porridge supper ad,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19921110-1,newspaper_ad_service_format,1992 advertisement offers all you can eat Taiwan porridge supper until four in the morning,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_011,probable,Singapore,1992 Straits Times issue page advertises all you can eat Taiwan Porridge for early morning supper,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19921110-1,,BATCH_Q_011,1
BATCH_Q_012,1993,1993-05-12,1987-2015_cross_strait_diffusion,Ficus Cafe Taiwan Porridge Buffet,Singapore,,Singapore,newspaper_archive,NewspaperSG The Business Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19930512-1,newspaper_ad_buffet_marker,1993 Ficus Cafe advertises Taiwan Porridge Buffet as lunch dinner and supper format,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_012,probable,Singapore,1993 Business Times issue page says the Taiwan Porridge Buffet is served at twenty four hour Ficus Cafe,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19930512-1,,BATCH_Q_012,1
BATCH_Q_013,1993,1993-07-07,1987-2015_cross_strait_diffusion,Orchard Hotel Taiwan Porridge buffet,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19930707-1,newspaper_ad_buffet_marker,1993 Orchard Hotel advertisement promotes all you can eat Taiwan Porridge,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_013,probable,Singapore,1993 Straits Times issue page advertises all you can eat Taiwan Porridge at Orchard Hotel Singapore,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19930707-1,,BATCH_Q_013,1
BATCH_Q_014,1993,1993-10-01,1987-2015_cross_strait_diffusion,Bali Hut Taiwan Buffet 1993,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19931001-1,newspaper_ad_buffet_marker,1993 Bali Hut advertisement frames Taiwan Buffet through Taiwan porridge and braised beef tendon,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_014,probable,Singapore,1993 Straits Times issue page advertises Bali Hut Taiwan Buffet with Taiwanese cuisine such as Taiwan porridge,Taiwan porridge;braised beef tendon,Taiwanese cuisine;Taiwan Buffet,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19931001-1,,BATCH_Q_014,1
BATCH_Q_015,1993,1993-12-20,1987-2015_cross_strait_diffusion,Red Chopsticks late hours Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG The New Paper,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19931220-1,newspaper_ad_service_format,1993 Red Chopsticks advertisement positions Taiwan porridge as late night dining after karaoke or movies,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_015,probable,Singapore,1993 New Paper issue page advertises Red Chopsticks Restaurant for Taiwan porridge in the late hours,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19931220-1,,BATCH_Q_015,1
