attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
BATCH_V_001,1981,1981-09-11,1946-1987_taiwan_side_formation,Taiwan Ma Food Restaurant New Nation Taiwanese delicacy ad,Singapore,,Singapore,newspaper_issue,NewspaperSG New Nation,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19810911-1,newspaper_ad,NewspaperSG New Nation records Taiwan Ma Food Restaurant New Nation Taiwanese delicacy ad with Taiwanese delicacy;rice porridge in Singapore food context.,high,NewspaperSG dated issue page; one restaurant/ad artifact Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_001,probable,Singapore,NewspaperSG New Nation records Taiwan Ma Food Restaurant New Nation Taiwanese delicacy ad with Taiwanese delicacy;rice porridge in Singapore food context.,Taiwanese delicacy;rice porridge,Taiwanese,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19810911-1,0b9e612a85d8e37b,BATCH_V_001,1
BATCH_V_002,1981,1981-03-21,1946-1987_taiwan_side_formation,Taiwan Sea Food Restaurant Straits Times first Taiwan restaurant,Singapore,,Singapore,newspaper_issue,NewspaperSG Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19810321-1,newspaper_ad,NewspaperSG Straits Times records Taiwan Sea Food Restaurant Straits Times first Taiwan restaurant with Taiwan food;seafood in Singapore food context.,high,NewspaperSG dated issue page; one restaurant/ad artifact Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_002,probable,Singapore,NewspaperSG Straits Times records Taiwan Sea Food Restaurant Straits Times first Taiwan restaurant with Taiwan food;seafood in Singapore food context.,Taiwan food;seafood,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19810321-1,7d62458187693841,BATCH_V_002,1
BATCH_V_003,1964,1964-01-01,1946-1987_taiwan_side_formation,新國際西餐廳 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung Travel records 新國際西餐廳 Kaohsiung old-flavor page with 西餐;牛排 in Kaohsiung food context.,medium,Official old-flavor page with exact founding year Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_003,probable,Taiwan,Kaohsiung Travel records 新國際西餐廳 Kaohsiung old-flavor page with 西餐;牛排 in Kaohsiung food context.,西餐;牛排,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,342bf26ba84d30c0,BATCH_V_003,1
BATCH_V_004,1949,1949-01-01,1946-1987_taiwan_side_formation,米糕城 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung Travel records 米糕城 Kaohsiung old-flavor page with 米糕;肉燥 in Kaohsiung food context.,medium,Official page but date inferred from relative age/postwar phrasing Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_004,candidate,Taiwan,Kaohsiung Travel records 米糕城 Kaohsiung old-flavor page with 米糕;肉燥 in Kaohsiung food context.,米糕;肉燥,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,508855cab08fda08,BATCH_V_004,1
BATCH_V_005,1965,1965-01-01,1946-1987_taiwan_side_formation,阿蘭古早味 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung Travel records 阿蘭古早味 Kaohsiung old-flavor page with 古早味小吃;飯食 in Kaohsiung food context.,medium,Official page but relative age Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_005,candidate,Taiwan,Kaohsiung Travel records 阿蘭古早味 Kaohsiung old-flavor page with 古早味小吃;飯食 in Kaohsiung food context.,古早味小吃;飯食,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,b2536dab947104a2,BATCH_V_005,1
BATCH_V_006,1955,1955-01-01,1946-1987_taiwan_side_formation,黃家肉燥飯仁武店 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung Travel records 黃家肉燥飯仁武店 Kaohsiung old-flavor page with 肉燥飯;飯 in Kaohsiung food context.,medium,Official page but relative age Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_006,candidate,Taiwan,Kaohsiung Travel records 黃家肉燥飯仁武店 Kaohsiung old-flavor page with 肉燥飯;飯 in Kaohsiung food context.,肉燥飯;飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,ebef40fcea37dc83,BATCH_V_006,1
BATCH_V_007,1965,1965-01-01,1946-1987_taiwan_side_formation,可利亞餐廳 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung Travel records 可利亞餐廳 Kaohsiung old-flavor page with 烤肉;火鍋 in Kaohsiung food context.,medium,Official page but decade date Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_007,candidate,Taiwan,Kaohsiung Travel records 可利亞餐廳 Kaohsiung old-flavor page with 烤肉;火鍋 in Kaohsiung food context.,烤肉;火鍋,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,d105f800815d5263,BATCH_V_007,1
BATCH_V_008,1960,1960-01-01,1946-1987_taiwan_side_formation,大溝頂虱目魚米粉湯 platform founding card,Kaohsiung,Taiwan,Taiwan-side,restaurant_platform,FonFood,https://www.fonfood.com/store/875873,platform_listing,FonFood records 大溝頂虱目魚米粉湯 platform founding card with 虱目魚米粉湯;肉燥飯 in Kaohsiung food context.,low,Restaurant platform/relative history Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_008,candidate,Taiwan,FonFood records 大溝頂虱目魚米粉湯 platform founding card with 虱目魚米粉湯;肉燥飯 in Kaohsiung food context.,虱目魚米粉湯;肉燥飯,高雄;臺灣,unknown,,https://www.fonfood.com/store/875873,eda7e5d616da36bd,BATCH_V_008,1
BATCH_V_009,1965,1965-01-01,1946-1987_taiwan_side_formation,阿星鹹粥 food-blog founding article,Tainan,Taiwan,Taiwan-side,food_blog,MimiHan,https://mimihan.tw/tainan-porridge/,food_history_article,MimiHan records 阿星鹹粥 food-blog founding article with 鹹粥;虱目魚 in Tainan food context.,low,Food blog and decade date Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_009,candidate,Taiwan,MimiHan records 阿星鹹粥 food-blog founding article with 鹹粥;虱目魚 in Tainan food context.,鹹粥;虱目魚,台南;臺灣,unknown,,https://mimihan.tw/tainan-porridge/,28ab651336d8e3b4,BATCH_V_009,1
BATCH_V_010,1965,1965-01-01,1946-1987_taiwan_side_formation,永通虱目魚粥 food-blog founding article,Tainan,Taiwan,Taiwan-side,food_blog,MimiHan,https://mimihan.tw/yongtong-milkfish/,food_history_article,MimiHan records 永通虱目魚粥 food-blog founding article with 虱目魚粥;肉燥飯 in Tainan food context.,low,Food blog and relative age Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_010,candidate,Taiwan,MimiHan records 永通虱目魚粥 food-blog founding article with 虱目魚粥;肉燥飯 in Tainan food context.,虱目魚粥;肉燥飯,台南;臺灣,unknown,,https://mimihan.tw/yongtong-milkfish/,f2c30395a6a938ba,BATCH_V_010,1
BATCH_V_011,1958,1958-01-01,1946-1987_taiwan_side_formation,忠孝豆花 weak-source founding article,Kaohsiung,Taiwan,Taiwan-side,food_blog,Jeremy Foodie,https://jeremyfoodie.tw/chung-hsiao-tofu-pudding/,food_history_article,Jeremy Foodie records 忠孝豆花 weak-source founding article with 豆花;甜湯 in Kaohsiung food context.,low,Food blog source Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_011,candidate,Taiwan,Jeremy Foodie records 忠孝豆花 weak-source founding article with 豆花;甜湯 in Kaohsiung food context.,豆花;甜湯,高雄;臺灣,unknown,,https://jeremyfoodie.tw/chung-hsiao-tofu-pudding/,c6235031ba3472a6,BATCH_V_011,1
BATCH_V_012,1960,1960-01-01,1946-1987_taiwan_side_formation,鹿港阿道蚵仔煎 food-blog founding article,Changhua,Taiwan,Taiwan-side,food_blog,Nini and Blue,https://niniandblue.com/blog/post/lukang-ado,food_history_article,Nini and Blue records 鹿港阿道蚵仔煎 food-blog founding article with 蚵仔煎;小吃 in Changhua food context.,low,Food blog source Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_012,candidate,Taiwan,Nini and Blue records 鹿港阿道蚵仔煎 food-blog founding article with 蚵仔煎;小吃 in Changhua food context.,蚵仔煎;小吃,彰化;臺灣,unknown,,https://niniandblue.com/blog/post/lukang-ado,ad8e8591e2f7511e,BATCH_V_012,1
BATCH_V_013,1958,1958-01-01,1946-1987_taiwan_side_formation,黑乾溫州餛飩 official travel hit,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,Kaohsiung Go,https://khh.travel/go/,official_food_hit,Kaohsiung Go records 黑乾溫州餛飩 official travel hit with 餛飩;乾麵 in Kaohsiung food context.,medium,Official travel hit but source landing is broad Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_013,candidate,Taiwan,Kaohsiung Go records 黑乾溫州餛飩 official travel hit with 餛飩;乾麵 in Kaohsiung food context.,餛飩;乾麵,高雄;臺灣,unknown,,https://khh.travel/go/,cfbe54b75dd9d5f2,BATCH_V_013,1
BATCH_V_014,1954,1954-01-01,1946-1987_taiwan_side_formation,金得春捲 second source food article V,Tainan,Taiwan,Taiwan-side,food_article,1111 Food Guide,https://tfood.1111.com.tw/Food/Detail/113,food_history_article,1111 Food Guide records 金得春捲 second source food article V with 春捲;潤餅 in Tainan food context.,low,Food guide second source Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_014,candidate,Taiwan,1111 Food Guide records 金得春捲 second source food article V with 春捲;潤餅 in Tainan food context.,春捲;潤餅,台南;臺灣,unknown,,https://tfood.1111.com.tw/Food/Detail/113,d5cd303c9d662421,BATCH_V_014,1
