attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
TW_TPE_1958_001,1958,1958-01-01,1946-1987_taiwan_side_formation,大稻埕魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,WalkerLand / 女子的休假計劃,https://www.walkerland.com.tw/article/view/190003,old_shop_origin,1958 Taipei Dadaocheng lu rou fan founded ROC year 47 old taste third generation market alley national snack,medium,Retrospective food-media source gives ROC year 47 founding and describes lu rou fan as old Taipei everyday taste; useful for Taipei quota but should be corroborated by municipal/archive source.,TW_TPE_DADAOCHENG_1958_ORIGIN,probable,Taiwan-side,Source says Dadaocheng lu rou fan was founded in ROC year 47 and has carried an old taste through three generations in the Taipei rear-station market area.,魯肉飯,老台北市場小吃,,,https://www.walkerland.com.tw/article/view/190003
TW_TPE_1958_002,1958,1958-01-01,1946-1987_taiwan_side_formation,大稻埕魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,WalkerLand / 小麥與鳩鳩,https://www.walkerland.com.tw/article/view/190745,family_photo_archive,1958 Taipei rear-station restaurant old photo group lunch banquet later third-generation lu rou fan revival,medium,Same brand as TW_TPE_1958_001 but a distinct source and attestation type; captures family-photo/restaurant memory rather than only present shop description.,TW_TPE_DADAOCHENG_1958_PHOTO,probable,Taiwan-side,Source says a ROC year 47 old photo showed the owner's grandfather operating a rear-station restaurant for group lunch boxes and banquets later inherited as Dadaocheng lu rou fan.,魯肉飯,台北後車站小吃,,,https://www.walkerland.com.tw/article/view/190745
TW_TPE_1958_003,1958,1958-01-01,1946-1987_taiwan_side_formation,香滿園魯肉飯,Taipei,Taiwan,Taiwan-side,food_blog_retrospective,Livia's Wonderland,https://www.liviatravel.com/2015/02/taipei-shuanglian-braised-pork-rice.html,old_shop_origin,1958 Taipei Shuanglian Xiangmanyuan lu rou fan old taste lu rou fan began ROC year 47,medium,Retrospective blog source; valuable Taipei/Shuanglian comparator to Formosa Chang and Dadaocheng but needs archival corroboration.,TW_TPE_XIANGMANYUAN_1958,probable,Taiwan-side,Source says Xiangmanyuan lu rou fan began in ROC year 47 as an old-style Taipei lu rou fan shop near Shuanglian.,魯肉飯,台北雙連小吃,,,https://www.liviatravel.com/2015/02/taipei-shuanglian-braised-pork-rice.html
TW_TPE_1967_001,1967,1967-01-01,1946-1987_taiwan_side_formation,阿義魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,UpToGo,https://uptogo.com.tw/%E7%BE%8E%E9%A3%9F/%E9%A3%9F%E5%93%81/%E4%B8%BB%E9%A3%9F/%E9%98%BF%E7%BE%A9%E9%AD%AF%E8%82%89%E9%A3%AF/,old_shop_origin_and_migration,1967 Taipei Wanhua Huaxi Street Ayi lu rou fan founder from Tainan southern taste entered Monga,medium,Retrospective source explicitly links a 1967 Taipei lu rou fan shop to a Tainan-born operator and southern flavor; useful for intra-island geo-semantic movement.,TW_TPE_AYI_1967,probable,Taiwan-side,Source says Ayi lu rou fan was founded in 1967 by a Tainan-born operator who brought southern flavor into Monga/Huaxi Street.,魯肉飯,台南味進入艋舺,,,https://uptogo.com.tw/%E7%BE%8E%E9%A3%9F/%E9%A3%9F%E5%93%81/%E4%B8%BB%E9%A3%9F/%E9%98%BF%E7%BE%A9%E9%AD%AF%E8%82%89%E9%A3%AF/
TW_TPE_1973_001,1973,1973-01-01,1946-1987_taiwan_side_formation,施家麻油腰花,Taipei,Taiwan,Taiwan-side,food_media_listing,TVBS 食尚玩家,https://supertaste.tvbs.com.tw/review/352551,old_shop_menu_ecology,1973 Taipei Shijia sesame-oil kidney old shop started ROC year 62 lu rou fan common ordered item,medium,Not a lu rou fan specialist; retained as Taipei night-market/old-shop menu ecology because source states ROC year 62 operation and lu rou fan is a common item.,TW_TPE_SHIJIA_1973_TVBS,probable,Taiwan-side,TVBS says Shijia began operating in ROC year 62 and that lu rou fan is almost universally ordered with the sesame-oil kidney soup.,魯肉飯,台北松山路小吃,,,https://supertaste.tvbs.com.tw/review/352551
TW_TPE_1973_002,1973,1973-01-01,1946-1987_taiwan_side_formation,施家麻油腰花,Taipei,Taiwan,Taiwan-side,food_blog_retrospective,阿球出任務,https://aball.tw/shi-sesame-chicken/,old_shop_origin_and_menu,1973 Taipei Shijia opened by Songshan temple lu rou fan menu long-strip braised pork,medium,Second source for same shop; retained because it supplies more detailed menu/texture description of lu rou fan.,TW_TPE_SHIJIA_1973_ABALL,probable,Taiwan-side,Source says Shijia opened in 1973 / ROC year 62 near Songshan Songde temple and lists lu rou fan as a key menu item.,魯肉飯,台北松山路小吃,,,https://aball.tw/shi-sesame-chicken/
TW_TPE_1979_001,1979,1979-01-01,1946-1987_taiwan_side_formation,大鼎豬血湯,Taipei,Taiwan,Taiwan-side,food_media_listing,TVBS 食尚玩家,https://supertaste.tvbs.com.tw/infocard/26983,old_shop_menu_ecology,1979 Taipei Dading pig-blood soup founded ROC year 68 lu rou fan menu item,medium,Not a lu rou fan specialist; useful for Taipei old-shop rice/soup pairing ecology and post-1970s menu platforming.,TW_TPE_DADING_1979,probable,Taiwan-side,TVBS listing says Dading pig-blood soup was founded in ROC year 68 and includes lu rou fan as a menu item.,滷肉飯,台北延吉街小吃,,,https://supertaste.tvbs.com.tw/infocard/26983
TW_TPE_1980_001,1980,1980-01-01,1946-1987_taiwan_side_formation,金峰魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,在地老饕阿府,https://wanteatfood.com/food/%E9%AD%AF%E8%82%89%E9%A3%AF,old_shop_origin,1980 Taipei Jinfeng lu rou fan South Gate market location lu rou fan old shop,low,Retrospective index page states Jinfeng has sold lu rou fan from 1980; retained as candidate because the source is an index/summary page rather than a focused historical article.,TW_TPE_JINFENG_1980,candidate,Taiwan-side,Source summary says Jinfeng lu rou fan has operated from 1980 near Nanmen Market / Chiang Kai-shek Memorial Hall.,魯肉飯,台北南門市場小吃,,,https://wanteatfood.com/food/%E9%AD%AF%E8%82%89%E9%A3%AF
TW_KHH_1963_001,1963,1963-01-01,1946-1987_taiwan_side_formation,阿英排骨飯,Kaohsiung,Taiwan,Taiwan-side,food_blog_retrospective,高雄攻略 / 吃心絕對,https://khguide.com/%E9%98%BF%E8%8B%B1%E6%8E%92%E9%AA%A8%E9%A3%AF/,old_shop_menu_ecology,1963 Kaohsiung Yancheng Aying pork-chop rice founded ROC year 52 menu includes lu rou series,medium,Not a lu rou fan specialist; retained as Kaohsiung rice-menu ecology because source gives ROC year 52 founding and menu includes lu rou category.,TW_KHH_AYING_1963,probable,Taiwan-side,Source says Aying pork-chop rice in Yancheng was founded in ROC year 52 and shows a menu with lu rou / pork-chop / chicken-leg series.,魯肉,高雄鹽埕飯食小吃,,,https://khguide.com/%E9%98%BF%E8%8B%B1%E6%8E%92%E9%AA%A8%E9%A3%AF/
TW_KHH_1969_003,1969,1969-01-01,1946-1987_taiwan_side_formation,鳳山鹹米苔目,Kaohsiung,Taiwan,Taiwan-side,food_media_retrospective,饗食客棧,https://i17fun.tw/fengshan-salty-rice-moss/,old_shop_menu_ecology,1969 Kaohsiung Fengshan salty rice moss founded ROC year 58 old shop meat sauce rice menu,medium,Not rice-specialist origin evidence; useful for Fengshan first-market old-shop ecology because source gives founding year and distinct rouzao rice menu section.,TW_KHH_FENGSHAN_MITAI_1969,probable,Taiwan-side,Source says Fengshan salty rice moss was founded in ROC year 58 and its menu/food sections include rouzao rice with braised meat sauce over white rice.,肉燥飯,高雄鳳山市場小吃,,,https://i17fun.tw/fengshan-salty-rice-moss/
