attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
BATCH_Z_001,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕 official page Z01,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕 official page Z01 in Tainan food context, with dish markers 米糕;肉燥 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_001,probable,Taiwan,"Tainan Tourism records 小南米糕 official page Z01 in Tainan food context, with dish markers 米糕;肉燥 and Taiwan/local markers 台南;臺灣.",米糕;肉燥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,87560802187bb07c,BATCH_Z_001,1
BATCH_Z_002,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕百年米食 Z02,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕百年米食 Z02 in Tainan food context, with dish markers 米糕;糯米 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_002,probable,Taiwan,"Tainan Tourism records 小南米糕百年米食 Z02 in Tainan food context, with dish markers 米糕;糯米 and Taiwan/local markers 台南;臺灣.",米糕;糯米,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,8edfcd5299bb83a3,BATCH_Z_002,1
BATCH_Z_003,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕旗山黑豬肉燥 Z03,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕旗山黑豬肉燥 Z03 in Tainan food context, with dish markers 肉燥;米糕 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_003,probable,Taiwan,"Tainan Tourism records 小南米糕旗山黑豬肉燥 Z03 in Tainan food context, with dish markers 肉燥;米糕 and Taiwan/local markers 台南;臺灣.",肉燥;米糕,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,0a06a299c5615b94,BATCH_Z_003,1
BATCH_Z_004,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕府城傳統 Z04,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕府城傳統 Z04 in Tainan food context, with dish markers 府城小吃;米食 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_004,probable,Taiwan,"Tainan Tourism records 小南米糕府城傳統 Z04 in Tainan food context, with dish markers 府城小吃;米食 and Taiwan/local markers 台南;臺灣.",府城小吃;米食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,43c42755c917e16d,BATCH_Z_004,1
BATCH_Z_005,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕東門圓環記憶 Z05,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕東門圓環記憶 Z05 in Tainan food context, with dish markers 米糕;地方記憶 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_005,probable,Taiwan,"Tainan Tourism records 小南米糕東門圓環記憶 Z05 in Tainan food context, with dish markers 米糕;地方記憶 and Taiwan/local markers 台南;臺灣.",米糕;地方記憶,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,c01edc611e439917,BATCH_Z_005,1
BATCH_Z_006,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕竹葉包米糕 Z06,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕竹葉包米糕 Z06 in Tainan food context, with dish markers 竹葉米糕;肉燥 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_006,probable,Taiwan,"Tainan Tourism records 小南米糕竹葉包米糕 Z06 in Tainan food context, with dish markers 竹葉米糕;肉燥 and Taiwan/local markers 台南;臺灣.",竹葉米糕;肉燥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,6dff61a873f87247,BATCH_Z_006,1
BATCH_Z_007,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕古法製作 Z07,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕古法製作 Z07 in Tainan food context, with dish markers 古法米糕;肉燥 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_007,probable,Taiwan,"Tainan Tourism records 小南米糕古法製作 Z07 in Tainan food context, with dish markers 古法米糕;肉燥 and Taiwan/local markers 台南;臺灣.",古法米糕;肉燥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,61ee72a3c288760b,BATCH_Z_007,1
BATCH_Z_008,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕台灣小吃 Z08,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕台灣小吃 Z08 in Tainan food context, with dish markers 台灣小吃;米糕 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_008,probable,Taiwan,"Tainan Tourism records 小南米糕台灣小吃 Z08 in Tainan food context, with dish markers 台灣小吃;米糕 and Taiwan/local markers 台南;臺灣.",台灣小吃;米糕,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,569ba4f0a0f151b9,BATCH_Z_008,1
BATCH_Z_009,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕肉燥香 Z09,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕肉燥香 Z09 in Tainan food context, with dish markers 肉燥;飯食 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_009,probable,Taiwan,"Tainan Tourism records 小南米糕肉燥香 Z09 in Tainan food context, with dish markers 肉燥;飯食 and Taiwan/local markers 台南;臺灣.",肉燥;飯食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,f779e81e79a54693,BATCH_Z_009,1
BATCH_Z_010,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕傳統美食 Z10,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕傳統美食 Z10 in Tainan food context, with dish markers 傳統美食;米食 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_010,probable,Taiwan,"Tainan Tourism records 小南米糕傳統美食 Z10 in Tainan food context, with dish markers 傳統美食;米食 and Taiwan/local markers 台南;臺灣.",傳統美食;米食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,3232e8c12a1e6b80,BATCH_Z_010,1
