attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
JP_1955_001,1955,1955-01-01,1946-1987_taiwan_side_formation,麗郷,Tokyo,Tokyo,Japan,food_history_feature,さんたつ / 散歩の達人,https://san-tatsu.jp/articles/414608/,old_taiwan_restaurant_origin,1955 Shibuya Reikyo old Taiwan cuisine restaurant sausage clam classic Showa continuity,medium,Food-history feature gives exact Showa 30 founding and identifies the shop as a long-running Taiwan-cuisine restaurant.,JP_REIKYO_1955,probable,Japan,San-tatsu says Reikyo in Shibuya was founded in Showa 30 1955 and is a 70-year Taiwan-cuisine restaurant known for sausage and clams.,腸詰;シジミ,台湾料理,,,https://san-tatsu.jp/articles/414608/
JP_1968_001,1968,1968-01-01,1946-1987_taiwan_side_formation,青葉,Tokyo,Tokyo,Japan,food_history_feature,朝日新聞デジタル &and,https://www.asahi.com/and/m/article/15805738,old_taiwan_restaurant_origin,1968 Shinjuku Kabukicho Aoba Taiwan cuisine owner chef Taiwan small dishes ru rou fan era context,medium,Food-history feature gives exact founding year and connects the shop to long Japanese Taiwan-cuisine history.,JP_AOBA_SHINJUKU_1968,probable,Japan,Asahi &and says Shinjuku Kabukicho Taiwan restaurant Aoba has been run from its 1968 founding by owner-chef Li Keshun and his wife.,ビーフン;台湾小吃,台湾料理,,,https://www.asahi.com/and/m/article/15805738
JP_1984_001,1984,1984-01-01,1946-1987_taiwan_side_formation,台南担仔麺 新宿,Tokyo,Tokyo,Japan,food_history_feature,東京ディープチャイナ研究会,https://deep-china.tokyo/restaurant-info/6706/,taiwan_street_food_restaurant_origin,1984 Shinjuku Tainan Taami Taiwan street small-plate cuisine early Tokyo deep Taiwan restaurant,medium,Secondary food-history article; useful for 1980s Tokyo Taiwan street-food restaurant wave but should be corroborated with business records if possible.,JP_TAINAN_TAAMI_SHINJUKU_1984,probable,Japan,Tokyo Deep China says Shinjuku Taiwan street-food restaurant Tainan Taami opened in 1984 when Taiwan small-plate restaurants were still rare in Tokyo.,担仔麺;台湾屋台料理,台湾屋台料理,,,https://deep-china.tokyo/restaurant-info/6706/
JP_1986_002,1986,1986-01-01,1946-1987_taiwan_side_formation,台南担仔麺 水道橋本店,Tokyo,Tokyo,Japan,official_restaurant_profile,台南担仔麺 水道橋本店,https://taiwan-taami.com/tainan/,taiwan_cuisine_restaurant_origin,1986 Tokyo Suidobashi Tainan Taami authentic Taiwan cuisine lu rou fan beef noodle Taiwan night-market space,high,Official restaurant page gives exact founding year and explicit menu-level Taiwan markers including lu rou fan and beef noodle.,JP_TAINAN_TAAMI_SUIDOBASHI_1986,probable,Japan,Official page says Tainan Taami Suidobashi opened in 1986 to bring Tainan flavor to Tokyo and offers lu rou fan beef noodle and Taiwan night-market atmosphere.,魯肉飯;担仔麺;牛肉麺,台湾料理;台南夜市,,,https://taiwan-taami.com/tainan/
JP_1986_003,1986,1986-01-01,1946-1987_taiwan_side_formation,香味,Tokyo,Tokyo,Japan,food_history_feature,東京ディープチャイナ研究会,https://deep-china.tokyo/restaurant-info/6706/,taiwan_home_cooking_restaurant_origin,1986 Shimbashi Koumi Taichung-origin Taiwan home cooking chicken cutlet radish cake Tokyo restaurant,medium,Secondary food-history source with exact opening year; useful for 1980s Taiwanese home-cooking restaurant ecology in Tokyo.,JP_KOUMI_SHIMBASHI_1986,probable,Japan,Tokyo Deep China says Shimbashi Koumi opened in 1986 and was started by a woman from Taichung, serving home-style Taiwan dishes.,鶏排;大根餅,台湾家庭料理,Taichung-origin operator,Taiwan,https://deep-china.tokyo/restaurant-info/6706/
JP_1987_002,1987,1987-01-01,1946-1987_taiwan_side_formation,台湾料理 千,Tokyo,Tokyo,Japan,food_history_feature,東京ディープチャイナ研究会,https://deep-china.tokyo/restaurant-info/6706/,taiwan_hakka_restaurant_origin,1987 Harajuku Taiwan cuisine Sen Hsinchu Hakka aunt and niece yuba dumplings Taiwan rice-style sauce,medium,Secondary food-history source; exact year and origin story make this usable as a probable but still worth future corroboration.,JP_SEN_HARAJUKU_1987,probable,Japan,Tokyo Deep China says Harajuku Taiwan Cuisine Sen opened in 1987 and was started by a Hsinchu Hakka woman and her niece.,揚げ湯葉;水餃子,台湾新竹客家料理,Hsinchu-origin operator,Taiwan,https://deep-china.tokyo/restaurant-info/6706/
TW_1977_003,1977,1977-01-01,1946-1987_taiwan_side_formation,欣葉台菜,Taipei,Taiwan,Taiwan-side,official_brand_profile,欣葉國際餐飲集團,https://www.shinyeh.com.tw/content/zh/brand/About.aspx?BrandId=1,tai_cai_restaurantization,1977 Taipei Shinyeh Tai-cai restaurant Shuangcheng Street Taiwanese banquet cuisine lu rou home-style dishes,high,Official brand profile gives exact origin year and explicitly frames Shinyeh as changing Taiwan-cuisine restaurantization beyond snack stalls.,TW_SHINYEH_1977,probable,Taiwan-side,Official Shinyeh profile says Shinyeh Tai-cai began on Shuangcheng Street in Taipei in 1977 and expanded Taiwan cuisine from snacks toward banquet and home-style dishes including lu rou.,滷肉;台菜,台菜餐廳化;台灣美食拼圖,Taiwan restaurant operator,Taiwan,https://www.shinyeh.com.tw/content/zh/brand/About.aspx?BrandId=1
TW_1983_001,1983,1983-05-20,1946-1987_taiwan_side_formation,春水堂,Taichung,Taiwan,Taiwan-side,official_brand_profile,春水堂人文茶館,https://www.chunshuitang.com.tw/about/,tea_house_origin,1983 Taichung Chun Shui Tang founded tea house Taiwan tea culture cold drink innovation,medium,Official about page/search capture gives founding date; use for tea-house platform before bubble tea launch.,TW_CHUNSHUITANG_1983,probable,Taiwan-side,Official Chun Shui Tang profile/search capture says Liu Han-Chieh founded Chun Shui Tang in Taichung on 1983-05-20.,泡沫紅茶;茶飲,台灣茶文化;台中,Taiwan tea-house operator,Taiwan,https://www.chunshuitang.com.tw/about/
TW_1986_002,1986,1986-01-01,1946-1987_taiwan_side_formation,春水堂珍珠奶茶,Taichung,Taiwan,Taiwan-side,official_product_history,春水堂人文茶館,https://www.chunshuitang.com.tw/drink/innovation/,bubble_tea_invention,1986 Chun Shui Tang invented pearl milk tea Taiwan tea drink innovation hand-shaken beverage,high,Official product-history page explicitly states 1986 invention and 1987 launch; keep separate from launch row for innovation timeline.,TW_CHUNSHUITANG_BMT_1986,probable,Taiwan-side,Chun Shui Tang official page says pearl milk tea was invented by Chun Shui Tang in 1986 before being listed for sale in 1987.,珍珠奶茶,世界首創;台灣手搖飲,Taiwan tea-house operator,Taiwan,https://www.chunshuitang.com.tw/drink/innovation/
TW_1987_003,1987,1987-01-01,1946-1987_taiwan_side_formation,春水堂珍珠奶茶,Taichung,Taiwan,Taiwan-side,official_product_history,春水堂人文茶館,https://www.chunshuitang.com.tw/drink/innovation/,bubble_tea_market_launch,1987 Chun Shui Tang pearl milk tea market launch national drink world-first Taiwan beverage sign,high,Official product-history page gives 1987 market launch; useful for transition from invention to consumer-facing Taiwan food sign.,TW_CHUNSHUITANG_BMT_1987,probable,Taiwan-side,Chun Shui Tang official page says pearl milk tea launched in 1987 and became a representative hand-shaken national drink.,珍珠奶茶,世界首創;國民飲料,Taiwan tea-house operator,Taiwan,https://www.chunshuitang.com.tw/drink/innovation/
