attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
CN_1987_007,1987,1987-11-12,1946-1987_taiwan_side_formation,Beijing designated Taiwan compatriot hotels,Beijing,Beijing,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/12/4/,taiwan_compatriot_hotel_priority_list,1987 Beijing Hotel Huadu Hotel Overseas Chinese Hotel Oriental Hotel Beiwei Hotel Xuanwumen Hotel Feixia Hotel prioritized Taiwan compatriots,high,Same People's Daily article as an existing reception-center row but a distinct brand/category and attestation type focused on the named hotel list.,CN_RMRB_19871112_BEIJING_HOTEL_LIST,probable,Mainland China,People's Daily says Beijing Hotel Huadu Hotel Overseas Chinese Hotel Oriental Hotel Beiwei Hotel Xuanwumen Hotel and Feixia Hotel would prioritize Taiwan compatriots.,,台胞;饭店优先接待,,,https://cn.govopendata.com/renminribao/1987/11/12/4/
CN_1987_008,1987,1987-11-12,1946-1987_taiwan_side_formation,Hadmen Hotel dining hall,Beijing,Beijing,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/12/4/,taiwan_compatriot_dining_capacity,1987 Hadmen Hotel Taiwan compatriot reception center dining hall 800 diners restaurant coffee hall food lodging services,high,Distinct from the general reception-center row because it captures explicit dining-hall capacity and food-service infrastructure.,CN_RMRB_19871112_HADMEN_DINING,probable,Mainland China,People's Daily says Hadmen Hotel had a dining hall for 800 people plus coffee hall and would provide food and lodging services to Taiwan compatriots.,,台胞接待;餐厅;食宿,,,https://cn.govopendata.com/renminribao/1987/11/12/4/
CN_1987_009,1987,1987-11-12,1946-1987_taiwan_side_formation,Beijing CTS Taiwan compatriot reception department,Beijing,Beijing,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/12/4/,taiwan_compatriot_travel_food_lodging_service,1987 Beijing China Travel Service Taiwan compatriot reception department airport rail luggage hotel booking shopping medical tourism,high,Institutional food/lodging gateway record; not cuisine-specific but part of mainland-side reception platform for Taiwan visitors.,CN_RMRB_19871112_BEIJING_CTS_DEPT,probable,Mainland China,People's Daily says Beijing CTS established a Taiwan compatriot reception department to handle transport luggage hotel reservations shopping medical services and tourism.,,台胞接待部;客房预定;购物,,,https://cn.govopendata.com/renminribao/1987/11/12/4/
CN_1987_010,1987,1987-11-03,1946-1987_taiwan_side_formation,National Tourism Bureau Taiwan compatriot hotel designation,Multiple mainland cities,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/3/4/,taiwan_compatriot_designated_hotel_policy,1987 National Tourism Bureau designated hotels by grade in key cities for Taiwan compatriot lodging reception,high,Policy-level record for designated hotel infrastructure; complements but does not duplicate the existing general travel reception row.,CN_RMRB_19871103_DESIGNATED_HOTELS,probable,Mainland China,People's Daily says tourism departments would designate several hotels of different grades in key cities to receive Taiwan compatriots.,,台胞;指定饭店;住宿,,,https://cn.govopendata.com/renminribao/1987/11/3/4/
CN_1987_011,1987,1987-11-03,1946-1987_taiwan_side_formation,Taiwan compatriot lodging pricing policy,Multiple mainland cities,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/3/4/,taiwan_compatriot_hotel_pricing_policy,1987 Taiwan compatriots lodging in tourist hotels charged like Hong Kong Macau overseas Chinese actual sales price foreign exchange certificates,medium,Useful for coding Taiwan visitors as a specific consumer category in mainland tourism/hotel infrastructure.,CN_RMRB_19871103_HOTEL_PRICING,probable,Mainland China,People's Daily says Taiwan compatriots staying in tourist hotels would be charged the actual sales price like Hong Kong Macau and overseas Chinese visitors.,,台胞消费;涉外饭店;外汇券,,,https://cn.govopendata.com/renminribao/1987/11/3/4/
CN_1987_012,1987,1987-11-03,1946-1987_taiwan_side_formation,Voice of the Strait family-visit and tourism program,Fuzhou,Fujian,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/11/3/4/,taiwan_compatriot_food_lodging_information_program,1987 Voice of the Strait radio family visit tourism program introduced mainland transport postal food lodging service facilities to Taiwan compatriots,medium,Information-infrastructure row; relevant because it explicitly packages food and lodging services for Taiwan compatriot mobility.,CN_RMRB_19871103_HAIXIA_VOICE_FOOD_LODGING,probable,Mainland China,People's Daily says Voice of the Strait began a family-visit and tourism program introducing mainland policies attractions transport postal food and lodging service facilities to Taiwan compatriots.,,台胞;食宿服务设施;旅游节目,,,https://cn.govopendata.com/renminribao/1987/11/3/4/
CN_1987_013,1987,1987-10-20,1946-1987_taiwan_side_formation,China Travel Service hotel and food-service network,Multiple mainland cities,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/10/20/4/,taiwan_compatriot_travel_food_lodging_capacity,1987 China Travel Service 320 branches 169 hotels 50 car companies food lodging travel shopping services for Taiwan compatriots,high,Capacity row distinct from the earlier CTS reception record; captures nationwide food/lodging service infrastructure.,CN_RMRB_19871020_CTS_SERVICE_CAPACITY,probable,Mainland China,People's Daily quotes CTS as having 320 branches 169 tourist hotels and enough capacity to provide Taiwan compatriots with eating lodging travel touring and shopping services.,,台胞;吃住行游购;旅游饭店,,,https://cn.govopendata.com/renminribao/1987/10/20/4/
CN_1987_014,1987,1987-10-20,1946-1987_taiwan_side_formation,Hong Kong CTS Taiwan compatriot transit service,Hong Kong / Mainland transit,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/10/20/4/,taiwan_compatriot_hotel_room_booking_transit,1987 Hong Kong China Travel Service Taiwan compatriots transit documents airplane train ship tickets hotel room booking mainland travel,medium,Transit-gateway record; useful because Hong Kong mediated mainland hotel-room booking for Taiwan visitors before direct links.,CN_RMRB_19871020_HK_CTS_HOTEL_BOOKING,probable,Mainland China,People's Daily says Hong Kong CTS could help Taiwan compatriots with travel documents and book plane train ship tickets and hotel rooms for mainland trips.,,台胞;饭店房间;香港中旅,,,https://cn.govopendata.com/renminribao/1987/10/20/4/
US_1984_002,1984,1984-01-01,1946-1987_taiwan_side_formation,99 Ranch Market,Westminster,California,North America,food_media_retro,Los Angeles Times,https://www.latimes.com/food/story/2020-02-26/supermarkets-we-like,asian_supermarket_media_corroboration,1984 Taiwanese immigrant Roger Chen opened first 99 Ranch Market Westminster Asian ingredients Taiwanese bakery pantry infrastructure,medium,Media corroboration of the official 99 Ranch row; same brand/year but distinct source URL and attestation type.,US_99RANCH_LATIMES_1984,probable,North America,Los Angeles Times says Taiwanese immigrant Roger Chen opened the first 99 Ranch store in Westminster in 1984 and notes its Asian ingredients and Taiwanese bakery counter.,Asian grocery;Taiwanese bakery,Taiwanese immigrant founder;Asian ingredients,Taiwanese immigrant operator,Taiwan,https://www.latimes.com/food/story/2020-02-26/supermarkets-we-like
US_1987_003,1987,1987-04-05,1946-1987_taiwan_side_formation,San Gabriel Valley Taiwanese cuisine plaza,San Gabriel,California,North America,newspaper_feature,Los Angeles Times,https://www.latimes.com/archives/la-xpm-1987-04-05-mn-351-story.html,suburban_asian_plaza_taiwanese_cuisine,1987 San Gabriel plaza Filipino grocery Vietnamese cafe Japanese bakery Indonesian deli restaurants offering Taiwanese Chinese Japanese cuisine,high,Contemporaneous source names Taiwanese cuisine as part of the San Gabriel Valley Asian commercial-food transformation.,US_SGV_TAIWANESE_CUISINE_PLAZA_19870405,probable,North America,Los Angeles Times says a San Gabriel plaza offered restaurants with Taiwanese Chinese and Japanese cuisine alongside other Asian food businesses.,Taiwanese cuisine,Taiwanese cuisine;Asian influx,Asian commercial corridor,,https://www.latimes.com/archives/la-xpm-1987-04-05-mn-351-story.html
