attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
TW_TN_1946_001,1946,1946-01-01,1946-1987_taiwan_side_formation,阿憨鹹粥,Tainan,Taiwan,Taiwan-side,food_media_retrospective,南人幫,https://lifeintainan.com/ahang/,old_shop_origin,1946 Tainan Ahan salty porridge Guang'an Temple stall milkfish porridge breakfast old shop,medium,Source gives exact ROC year 35 founding at Shizhuangjiu Guang'an Temple and is specific enough for probable use.,TW_AHAN_1946_ORIGIN,probable,Taiwan-side,Source says first-generation founder Zheng Ji set up a porridge stall at Guang'an Temple in ROC year 35 and built the shop around milkfish porridge.,鹹粥;虱目魚粥,台南早餐小吃,,,https://lifeintainan.com/ahang/
TW_TN_1946_002,1946,1946-01-01,1946-1987_taiwan_side_formation,阿憨鹹粥,Tainan,Taiwan,Taiwan-side,food_media_retrospective,南人幫,https://lifeintainan.com/ahang/,half_porridge_technique,1946 Tainan Ahan salty porridge southern half porridge method milkfish breakfast Fujian Zhangzhou Quanzhou technique,medium,Same source explicitly links the founding stall to a Zhangzhou-Quanzhou half-porridge method and early milkfish specialization.,TW_AHAN_1946_TECHNIQUE,probable,Taiwan-side,Source says the founder used the southern half-porridge method with local milkfish from the beginning of the stall.,鹹粥;虱目魚粥,台南早餐技法,,,https://lifeintainan.com/ahang/
TW_TN_1950_001,1950,1950-01-01,1946-1987_taiwan_side_formation,友誠蝦仁肉圓,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1076/,market_stall_origin,1950 Tainan Youcheng shrimp meatball postwar Kangle Market Sakariba stall origin,medium,Official tourism page gives exact ROC year 39 origin and specific early market geography for the family line later represented by Youcheng.,TW_YOUCHENG_1950_ORIGIN,probable,Taiwan-side,Official page says first-generation Su Song first sold shrimp meatballs at Kangle Market Sakariba in postwar ROC year 39.,蝦仁肉圓,台南市場小吃,,,https://www.twtainan.net/zh-tw/shop/consume/1076/
TW_TN_1952_003,1952,1952-01-01,1946-1987_taiwan_side_formation,小南碗粿,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1077/,old_shop_origin,1952 Tainan Xiaonan bowl rice cake East Gate Roundabout snack city old shop origin,medium,Official tourism page gives exact ROC year 41 founding in the East Gate Roundabout snack cluster.,TW_XIAONAN_BOWLCAKE_1952_ORIGIN,probable,Taiwan-side,Official page says first-generation Zheng Zhenfu opened Xiaonan bowl rice cake in the East Gate Roundabout snack city in ROC year 41.,碗粿,台南東門圓環小吃,,,https://www.twtainan.net/zh-tw/shop/consume/1077/
TW_TN_1952_004,1952,1952-01-01,1946-1987_taiwan_side_formation,小南碗粿,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1077/,rouzao_kueh_style,1952 Tainan city bowl rice cake rouzao style meat sauce dark soy color Xiaonan,medium,Official page contrasts Tainan city bowl-rice-cake practice as meat-sauce style and ties Xiaonan to that city tradition.,TW_XIAONAN_BOWLCAKE_1952_STYLE,probable,Taiwan-side,Official page says Tainan city bowl rice cake was the rouzao style with meat-sauce aroma and soy color and then traces Xiaonan's lineage from that milieu.,肉燥,台南肉燥粿,,,https://www.twtainan.net/zh-tw/shop/consume/1077/
TW_TN_1957_001,1957,1957-01-01,1946-1987_taiwan_side_formation,阿鳳浮水虱目魚羹,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://twtainan.net/zh-tw/shop/consume/1488/,old_shop_origin,1957 Tainan Afeng floating milkfish thick soup old shop origin Baoan Road,medium,Official tourism page gives exact ROC year 46 founding and present family continuity.,TW_AFENG_1957_ORIGIN,probable,Taiwan-side,Official page says Lin Ye-aiyin founded Afeng floating milkfish thick soup in ROC year 46 on Baoan Road.,虱目魚羹,台南保安路小吃,,,https://twtainan.net/zh-tw/shop/consume/1488/
TW_TN_1957_002,1957,1957-01-01,1946-1987_taiwan_side_formation,阿鳳浮水虱目魚羹,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://twtainan.net/zh-tw/shop/consume/1488/,floating_fish_thick_soup_technique,1957 Tainan Afeng milkfish belly back-meat paste floating thick soup technique boneless filling,medium,Same official page explains the historical floating-fish-thick-soup form in enough detail to code as a preparation record.,TW_AFENG_1957_TECHNIQUE,probable,Taiwan-side,Official page says the soup used milkfish belly and back meat pounded into paste and dropped into boiling water so the fish-thick-soup pieces floated when cooked.,虱目魚羹,台南虱目魚技法,,,https://twtainan.net/zh-tw/shop/consume/1488/
TW_TN_1961_001,1961,1961-01-01,1946-1987_taiwan_side_formation,保安路米糕,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1499/,old_shop_origin,1961 Tainan Baoan Road rice cake founding Lower Avenue stall meat sauce and fish floss style,medium,Official tourism page gives exact ROC year 50 founding and names the founders.,TW_BAOAN_1961_ORIGIN,probable,Taiwan-side,Official page says Baoan Road rice cake began in ROC year 50 when Hong Bingren and his wife started a stall.,米糕,台南下大道小吃,,,https://www.twtainan.net/zh-tw/shop/consume/1499/
TW_TN_1961_002,1961,1961-01-01,1946-1987_taiwan_side_formation,保安路米糕,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1499/,lower_avenue_stall_geography,1961 Tainan Baoan Road rice cake Ximen Road Fuqian Road Lower Avenue stall geography,medium,Same official page specifies the first stall location at the Ximen-Fuqian junction known as Xia Dadao.,TW_BAOAN_1961_GEOGRAPHY,probable,Taiwan-side,Official page says the founders first sold rice cake at the Ximen Road and Fuqian Road intersection in the Lower Avenue area.,米糕,台南下大道攤食地理,,,https://www.twtainan.net/zh-tw/shop/consume/1499/
TW_TN_1968_002,1968,1968-11-30,1946-1987_taiwan_side_formation,小南碗粿,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1077/,stall_relocation,1968 Tainan Xiaonan bowl rice cake relocated from East Gate Roundabout to Kaishan Road after stall clearance,medium,Official tourism page gives an exact relocation date tied to the East Gate Roundabout clearance.,TW_XIAONAN_BOWLCAKE_1968_MOVE,probable,Taiwan-side,Official page says the snack stalls were cleared on November 30 of ROC year 57 and Xiaonan moved to Kaishan Road near the teachers' school annex elementary.,碗粿,台南東門圓環拆遷,,,https://www.twtainan.net/zh-tw/shop/consume/1077/
